SQ1174	SQ1670	SQ2557	SQ2572	SQ2921	SQ3197	SQ3529	SQ3624	SQ4172	SQ4389	SQ5897	SQ6147	SQ7324	SQ10	SQ13	SQ14	SQ20	SQ4	SQ5	SQ6	SQ8
-6.48	7.57	31.6	47.46	-1.95	10.15	26.27	11.42	-7.85	13.41	-6.51	32.94	8.88	35.58	35.98	39.95	13.22	31.98	25.71	7.95	-9.27
18.75	24.8	65.39	54.17	23.93	121.5	61.06	48.93	39.52	46.18	28.21	19.88	25.52	67.13	47.49	70.25	9.9	89.05	21.84	-4.68	23.95
28.21	-11.9	-3.63	6.46	-9.99	1.26	40.49	0.49	6.85	-7.54	36.52	0.71	30.78	41.24	23.02	19.84	3.25	49.29	11.51	7.95	6.28
20.85	110.96	47.71	-9.18	-0.17	29.72	51.56	95.19	-2.13	77.68	153.19	25.97	34.28	79.27	20.87	47.66	15.88	78.19	17.97	32.56	48
-2.28	40.52	25.47	-18.12	-7.31	5.7	16	23.91	-19.29	33.07	19.15	13.78	-1.63	21.83	7.2	-6.68	-10.06	33.42	4.42	8.58	-0.08
1.93	-20.88	5.55	27.33	-11.77	-4.08	10.47	-4.19	-11.93	-6.23	-17.07	8.55	1.88	23.45	11.51	3.33	-0.74	9.66	-1.39	-0.89	-18.46
2214.65	286.72	3184.26	3111.73	3365.8	943.57	631.95	1472.76	2205.79	3533.43	125.08	600.54	757.7	141.58	126.13	2596.41	1710.19	248.51	3616.48	77.33	223.88
63.95	56.25	39.27	45.22	64.96	45.74	75.31	84.98	221.75	18.65	219.55	45.15	170.09	59.04	14.39	68.46	-4.07	15.41	140.27	13	78.44
52.39	33.03	56.16	116.14	48.02	76.91	54.73	33.29	54.22	49.46	27.46	45.15	60.55	20.21	46.05	92.35	33.18	107.18	41.2	22.47	13.35
76.56	106.46	55.39	5.72	88.15	146.5	98.29	64.59	76.26	26.51	54.66	50.38	253.6	53.38	15.11	211.34	-4.07	81.09	335.53	-2.78	16.88
10.34	31.53	20.1	113.9	23.93	38.62	-14.79	7.51	16.66	2.93	22.17	-1.03	78.94	2.42	54.69	-16.67	-9.39	37.75	6.35	-24.26	-4.32
152.2	147.75	132.55	7.95	74.77	55.54	191.35	94.4	102.39	69.8	72.81	66.07	50.04	49.33	66.22	112.74	120.31	270.01	119.48	100.01	155.16
-9.64	-11.9	-7.45	-12.91	-10.88	-11.19	-4.53	-8.09	-16.02	-4.27	-11.79	-3.64	-20.9	10.51	-4.31	-11.38	-20.7	0.3	-6.55	-23	-17.75
12.44	24.8	21.63	19.87	-18.02	19.93	9.68	3.61	-20.1	65.86	-4.25	-7.12	-17.39	19.4	-4.31	19.25	17.88	6.78	0.55	-10.99	-1.49
10.34	6.07	15.51	28.07	11.44	16.38	15.21	11.42	-4.58	24.55	8.58	12.04	1.88	57.42	14.39	27.52	-4.73	10.38	-8.48	4.16	-2.91
-15.95	-26.13	21.63	23.6	-11.77	-12.08	-10.05	-1.85	-18.47	-6.23	89.46	7.68	1	12.93	25.9	28.7	-14.71	5.34	10.22	-14.78	-28.35
36.62	160.53	148.07	-3.22	100.64	100.09	122.89	214.57	64.83	79.65	403	12.04	128.87	221.75	271.26	146.55	73.08	195.46	85.79	192.06	197.32
60.8	-6.66	71.54	10.93	32.85	64.44	9.68	3.61	77.89	117.13	15.38	12.91	57.92	38.01	5.04	24.57	0.59	33.42	1.84	7.32	-7.85
8.24	-6.66	23.93	9.44	-9.99	33.28	16	7.51	0.32	23.89	-1.98	-0.16	-7.76	33.15	2.88	13.94	-21.37	28.38	-0.74	-14.15	-2.2
102.83	95.21	69.23	161.05	55.15	94.74	122.09	95.19	349.92	53.39	325.81	52.99	210.48	126.2	106.61	91.15	50.47	32.7	235.78	45.81	122.42
43.98	47.26	98.52	34.78	44.45	28.83	53.15	27.04	18.29	71.77	64.49	57.35	48.29	74.41	22.3	112.14	45.15	33.42	35.39	24.99	63.57
117.54	37.53	167.52	45.22	59.61	68	105.42	92.05	100.76	94.76	40.3	78.29	43.03	70.37	52.53	89.35	60.44	74.58	92.26	81.11	19.71
69.21	168.05	67.69	146.07	81.91	156.33	127.65	231.31	101.57	125.04	131.92	131.56	84.19	205.55	153.65	182.47	158.93	196.93	159.14	151.69	176.57
20.85	5.33	27	2.74	-1.95	16.38	12.05	-1.07	71.36	14.07	-2.74	7.68	32.53	24.26	-4.31	85.77	-16.04	4.62	65.1	-21.1	2.75
-9.64	-17.89	-15.09	-20.36	-18.02	-12.08	-14.79	-14.32	-16.84	1.62	-20.09	-3.64	-29.66	2.42	-44.58	-14.32	-34.01	-16.95	-23.96	-18.58	-24.82
51.34	25.54	100.06	57.9	36.42	92.06	68.18	70.86	14.21	74.39	53.14	46.89	51.79	88.17	77.75	127.8	27.19	79.64	71.56	51.48	50.83
-17	-29.87	-30.37	-14.4	-23.38	-4.97	-5.32	-11.99	69.73	-14.08	-8.02	-7.99	-6.01	-17.8	-37.39	30.48	-32.02	9.66	7.64	-37.54	-36.84
24.01	77.23	45.41	57.15	28.39	55.54	34.17	24.69	178.38	28.48	90.97	46.02	119.23	29.11	2.88	63.11	33.84	34.86	48.95	-0.26	43.75
128.04	62.24	136.43	106.42	61.4	123.28	134.8	70.08	66.46	119.11	96.27	103.6	148.16	184.49	168.16	156.87	73.08	150.83	54.11	106.94	98.29
7.19	-12.65	-6.69	4.23	-11.77	-11.19	13.63	16.88	7.67	6.86	10.85	26.84	-13.89	64.7	7.2	-1.38	-19.37	-5.45	0.55	14.26	-10.68
32.42	18.8	43.1	47.46	9.65	39.51	52.35	40.33	17.47	38.31	89.46	43.4	32.53	67.13	15.83	58.94	46.48	73.13	40.55	56.53	33.85
27.16	-1.41	4.79	30.31	8.76	74.24	43.65	14.54	24.82	7.52	34.25	17.26	52.67	62.28	12.23	2.15	-6.07	34.86	0.55	33.19	3.45
1811.65	251.06	836.31	1520.6	479.85	67.11	535.47	1308.1	1054.34	669.76	-33.67	348.43	394.29	227.42	241.13	1056.41	356.52	278.18	669.18	-55.26	123.13
-70.64	12.81	-37.25	-93.33	-18.91	-110.72	-58.94	-11.21	-43.8	-114.78	-66.09	-62.81	-88.39	-140.67	-80.55	-146.74	-30.68	-33.47	-39.44	-95.17	-126.67
32.42	12.07	15.51	143.82	4.3	61.77	33.38	26.26	53.4	4.9	32.74	17.26	42.16	48.52	17.99	30.48	-4.07	31.98	14.74	19.94	-2.2
116.49	394.62	126.35	52.68	108.66	318.9	96.7	116.42	238.96	214.97	3.3	427.99	89.45	39.62	224.28	104.33	488.24	24.77	320.78	-3.41	201.62
8.24	-3.66	4.79	0.5	-9.09	10.15	8.1	20.01	52.58	12.1	-1.98	19	26.4	21.83	12.23	36.4	-17.38	9.66	-0.1	-8.47	24.66
146.95	128.97	151.18	176.04	141.66	125.96	156.28	157.45	161.21	266.89	106.88	299.96	192.03	176.4	173.25	229.26	150.93	250.73	109.75	384.39	148.04
-11.74	-35.87	4.79	-11.42	-26.95	7.48	25.48	-7.31	-8.67	-23.25	-1.98	-0.16	4.5	-4.86	-20.85	-16.08	-22.03	-14.07	-13	-32.48	-31.89
-3.33	-21.63	-21.21	-24.82	-19.81	-4.08	-15.58	8.29	-7.85	6.86	-29.14	2.46	-36.67	-7.28	-17.25	-18.43	-15.38	16.85	-16.87	-10.36	-27.65
120.69	118.46	70.77	160.3	47.12	55.54	156.28	103.05	110.56	108.58	99.3	168.3	91.2	110.02	93.62	135.05	121.64	99.2	103.92	246.41	200.91
52.39	45.01	74.62	52.68	29.28	55.54	67.39	50.5	22.37	54.05	59.19	50.38	46.54	97.88	56.85	54.19	35.17	72.41	58.64	43.91	45.17
60.8	51.76	83.86	31.05	104.2	29.72	91.94	59.89	36.25	56.02	70.54	75.67	20.27	158.58	53.97	75.02	25.86	55.06	84.5	52.74	26.08
7.19	-27.63	-2.1	-13.65	-25.16	2.14	-3.74	-16.66	-7.03	-4.27	-16.32	-9.73	-13.89	9.7	-17.97	-16.67	-23.36	1.74	-26.54	-24.9	-25.53
195.25	147.75	186.25	188.8	194.28	172.43	173.8	185.96	139.15	226.26	179.84	191.06	176.23	302.76	147.12	204.56	212.95	171.28	150.67	241.34	151.6
829.55	706.54	510.87	154.3	322.89	349.64	612.74	753.8	252.08	663.45	25.19	601.43	356.1	250.91	337.92	505.04	781.56	715.31	530.24	22.47	467.39
11.39	20.3	87.72	98.95	-4.63	31.5	-32.14	-36.92	67.28	-10.81	36.52	-93.25	5.38	-106.72	-25.88	-90.94	14.55	23.33	48.95	-5.31	1.33
-3.33	0.08	4.02	-7.69	1.62	32.39	23.9	12.2	-0.5	12.76	-2.74	0.71	-3.38	14.55	-6.47	35.8	-6.73	2.46	0.55	-7.83	-4.32
212.04	435.6	77.7	867.68	406.19	299.94	87.98	289.01	450.09	492.82	-4.25	362.55	620.64	112.44	431.83	279.83	1710.93	46.4	61.87	-38.81	21.83
16.65	14.31	3.26	-1.73	-6.42	27.94	26.27	-1.07	32.17	12.1	-12.55	16.39	58.8	6.46	33.82	18.07	-14.71	32.7	16.68	-24.26	-14.22
-35.93	-134.8	-60.14	-62.06	-97.52	-68.97	-113.29	-72.71	-54.43	-127.85	-112.81	-107.15	-21.77	15.36	-14.38	-174.55	7.9	-186.69	-67.17	-7.83	-104.02
133.29	71.23	77.7	94.47	134.52	150.08	41.28	78.7	37.07	111.87	122.05	77.41	117.48	135.11	190.71	119.96	150.27	88.33	84.5	91.82	91.9
209.94	182.35	208.95	176.79	208.55	187.64	219.32	155.86	238.96	178.52	407.7	134.18	379.18	199.07	40.29	223.07	119.64	76.02	265.5	149.17	160.15
15.6	-8.15	33.9	19.13	-12.66	-2.3	-14	-26.01	7.67	33.72	62.22	7.68	15.01	148.87	0.01	15.71	-10.72	-19.1	2.48	71.02	-14.22
-12.79	-1.41	-16.62	-15.89	82.8	-12.08	-17.15	26.26	28.9	71.11	-12.55	-7.99	212.24	-14.56	-24.45	70.25	-28.69	-2.57	11.51	-36.91	169.43
13.5	-5.16	19.34	36.27	1.62	13.71	18.37	17.66	-7.85	10.14	22.93	25.97	15.01	40.43	5.04	9.22	0.59	1.74	7.64	27.52	-3.61
-23.31	-19.39	-28.08	-11.42	-24.27	-23.64	-25.83	-24.46	-29.09	-14.08	-17.07	-7.12	-27.03	-2.43	-17.25	-11.97	-29.35	-24.85	-8.48	-17.94	-31.89
-6.48	-5.91	-6.69	-1.73	10.54	12.82	-6.11	-13.55	17.47	4.24	-8.77	-1.9	8.01	12.13	-10.78	-2.56	-23.36	-14.79	-8.48	-12.26	-13.51
67.1	46.51	114.74	88.5	38.2	77.8	85.6	97.55	63.2	96.08	66.75	71.31	70.18	130.25	90.73	106.73	41.82	116.62	52.18	83.63	70.65
136.44	78.72	176.88	124.36	79.23	74.24	138.78	106.19	74.63	112.53	138.75	75.67	59.67	84.93	123.23	95.34	162.92	144.27	228.53	72.28	60.03
133.29	95.21	168.3	220.36	139.87	317.09	161.06	79.49	121.99	48.14	130.4	128.06	149.03	101.92	206.75	147.76	194.93	109.36	185.25	89.3	86.23
262.41	356.18	225.44	381.68	379.3	362.31	388.68	383.89	596.62	180.5	1007.96	264.77	890.03	220.13	184.89	313.96	124.97	213.83	840.1	106.94	261.39
1252.36	980	749.51	-80.67	-13.56	211.83	-73.12	447.99	937.06	701.4	-52.52	172.67	167.45	-11.33	486.7	0.97	-53.32	-2.57	897.71	-55.26	-53.1
153.25	195.15	143.41	123.62	93.5	138.46	132.42	122.72	143.23	134.27	195.86	142.05	64.05	105.97	162.36	197.8	127.63	118.07	122.08	46.44	140.2
0.88	57.75	-26.56	28.07	136.3	7.48	23.11	3.61	-19.29	-8.19	31.99	150.8	-8.63	14.55	12.95	40.54	38.5	2.46	32.81	57.79	-14.92
19.8	103.46	83.09	90.74	38.2	111.68	21.53	35.63	32.99	21.27	29.72	49.51	130.62	51.76	32.38	47.66	44.48	52.18	88.38	-0.26	45.88
83.92	235.17	240.41	97.46	196.95	272.92	164.24	172.48	232.4	48.14	112.95	87.89	222.79	82.5	131.91	165.99	60.44	246.29	216.04	37.61	121.71
534.75	420.1	347.12	739.49	487.05	414.07	338.38	367.57	359.82	359.49	398.29	750.14	375.62	676.89	664.61	1114.63	576.16	588.87	1152.93	395.91	1111.79
167.95	83.22	96.2	117.63	31.07	150.97	130.04	36.42	85.24	19.31	28.21	89.63	57.92	371.64	103.72	52.41	48.47	175.67	112.35	105.68	169.43
655.86	674.82	444.68	800.11	393.64	431.37	980.38	809.08	557.89	872.29	744.79	660.44	446.87	1203.03	945.69	662.45	754.74	689.43	461.01	1167.18	834.98
-3.33	14.31	13.21	11.68	10.54	25.27	20.74	16.1	28.9	24.55	15.38	23.36	18.52	42.05	-1.43	28.7	8.57	8.94	18.61	-0.26	3.45
108.08	252.57	113.97	255.77	140.76	119.71	183.37	151.12	103.21	130.31	200.44	233.15	92.07	147.25	101.56	189.82	101.01	136.98	220.64	251.47	141.63
214.14	202.69	572.12	202.32	254.97	226.18	256.18	334.24	245.52	408.21	182.89	226.13	380.07	333.56	275.68	374.25	275.84	260.36	166.31	154.21	299.87
248.77	13.56	1539.01	298.09	3223.64	5256.6	3096.36	1573.59	561.25	1496.3	31.23	25.97	768.74	1530.29	142.78	3400.46	374.08	42.79	-33.63	23.73	508.39
155.35	304.22	138.76	76.55	120.25	130.42	133.21	101.48	41.15	109.24	111.43	96.62	42.16	170.73	194.35	163.56	240.35	125.34	213.42	91.19	103.25
133.29	198.92	145.74	288.25	172.87	196.6	150.71	126.66	172.66	171.9	146.35	45.15	176.23	155.35	175.43	167.82	202.94	166.17	196.37	187.64	119.58
133.29	94.46	158.96	144.57	126.5	100.98	155.48	140.86	123.63	142.18	79.62	170.92	155.17	180.45	68.38	175.14	134.29	111.53	157.84	203.42	196.61
115.44	174.07	245.14	180.54	221.94	162.59	143.55	129.81	184.11	119.77	216.49	132.43	167.45	207.17	86.4	106.13	150.93	189.59	191.79	30.67	28.2
1477.13	1419.37	1200.23	1227.59	1086.53	1075.15	1701.72	1563	1357.55	1212.67	1686.48	1557.73	821.35	1372.16	1300.07	2727.9	1464.11	1278.72	1055.76	1765.08	1881.09
35.57	19.55	1.73	18.38	20.36	32.39	34.96	27.82	28.09	38.97	19.15	39.05	15.89	88.98	29.5	39.36	6.57	43.52	23.77	38.24	9.11
70.26	-6.66	77.7	92.23	72.1	95.63	136.39	30.16	139.15	117.79	44.08	50.38	52.67	106.78	173.25	67.87	-30.68	188.86	45.07	26.89	23.25
96.53	54.75	81.55	53.42	62.29	67.11	141.96	140.86	46.87	94.11	43.32	129.81	156.05	108.4	93.62	69.65	109.66	77.47	73.5	215.43	140.91
379.84	236.68	428.28	360.34	271.05	251.33	262.6	305.13	245.52	262.22	214.96	343.13	183.25	235.52	322.3	428.43	357.87	284.87	353.04	198.37	263.56
60.8	25.54	57.7	129.6	19.47	59.1	60.27	45.8	100.76	30.44	27.46	73.93	43.03	138.35	58.29	57.16	-4.07	108.63	38.62	35.72	56.49
179.5	59.99	90.03	75.8	73.88	120.61	83.23	74	95.04	94.76	115.22	107.09	89.45	135.11	113.11	188.6	135.62	131.89	77.38	105.05	96.16
65	6.07	20.87	23.6	-1.06	5.7	25.48	15.32	8.49	40.28	5.56	24.23	1.88	77.65	7.92	44.69	12.56	42.07	25.71	67.24	17.59
249.82	136.48	375.37	228.64	155.92	150.08	367.55	330.19	249.62	285.6	264.81	228.77	204.33	690.63	183.43	325.42	85.71	346.23	233.14	343.53	242.61
130.14	-11.9	76.16	327.65	34.63	159.91	64.22	65.38	16.66	94.11	45.59	11.16	8.88	63.08	51.09	63.11	29.85	60.84	-0.74	11.11	18.3
362.02	639.29	378.61	411.47	576.33	214.52	331.91	303.52	235.68	285.6	227.97	330.79	147.28	231.47	252.87	474.85	273.16	217.51	320.11	683.77	396.22
4.03	3.08	40.8	19.87	52.48	11.04	26.27	25.47	8.49	72.42	4.05	79.16	87.69	70.37	65.5	11.58	67.09	65.9	1.84	1.64	-2.2
2797.01	3831.96	3126.92	99.7	1504.96	1955.56	3094.38	3057.55	3085.39	384.49	6.32	1132.28	157.8	63.89	1513.75	2522.97	2047.87	946.19	3202.77	20.58	3271.43
3652.79	4009.44	3696.21	40	2402.83	2706.94	4428.05	3871.38	3138.44	739.54	31.99	1805.5	389.84	-29.92	3230.07	3245.5	2821.71	1798.6	3880.72	39.5	4138.46
252.97	232.14	188.59	211.33	248.72	157.23	204.13	222.54	192.29	155.38	198.91	384.64	314.49	161.01	174.7	337.56	237.01	184.46	114.29	181.96	402.17
4.03	-5.91	33.13	10.19	-7.31	-2.3	2.57	8.29	2.77	10.79	-1.23	5.94	-7.76	9.7	-9.34	13.35	-13.38	26.94	4.42	-16.68	-24.11
70.26	134.23	45.41	131.1	165.73	53.75	199.33	99.12	15.02	167.93	360.78	-13.22	122.74	223.37	139.88	219.36	107	99.2	222.61	-10.36	83.4
32.42	46.51	88.49	12.42	45.34	85.82	7.31	7.51	16.66	18.65	16.89	19.88	43.03	43.67	39.57	39.95	-3.4	34.14	64.45	-9.1	5.57
7.19	-14.14	16.27	4.97	2.51	19.04	15.21	9.08	10.12	2.93	-2.74	8.55	-3.38	23.45	20.15	6.27	-19.37	38.47	-9.77	1.64	-21.99
2206.54	4390.67	3174.72	17.64	2103.67	1590.24	560.32	902.4	5220.28	66.52	-5	72.18	-24.4	215.27	5.76	4932.81	3674.06	16.13	4680.21	-7.2	-7.15
133.29	173.31	222.3	144.57	167.52	239.65	214.52	206.61	126.08	87.53	196.62	177.93	148.16	122.16	184.16	189.21	234.33	174.21	150.02	105.68	173
-6.48	-47.1	-58.61	-59.08	-10.88	39.51	-47.91	-3.41	57.48	-29.79	-15.56	-3.64	-40.17	-47.71	-38.11	-37.79	-68.63	71.68	-44.6	-72.36	-52.39
292.83	1581.68	1508.46	1652.16	1277.55	1080.94	1090.89	1243.09	713.9	590.85	1154.78	885.23	317.14	96.26	1299.18	1097.25	1515.18	261.84	1492.5	427.34	1059.25
262.41	260.15	370.52	164.79	303.22	531.14	355.38	174.86	546.13	156.04	556.32	167.42	403.18	328.69	223.55	281.08	1104.94	210.16	300.06	336.52	286.05
60.8	15.81	0.96	24.35	47.12	-19.2	-1.37	-6.53	10.12	20.62	19.91	-26.27	43.03	37.2	4.32	79.79	35.84	10.38	16.03	19.94	-6.44
178.45	544.4	381.04	118.38	281.77	378.63	298	187.54	319.44	203.69	328.91	183.18	287.1	255.77	549.17	391.12	330.92	191.79	419.67	132.78	239.73
231.98	262.42	197.98	307.93	113.12	115.25	302.03	260.9	311.21	322.47	249.44	536.33	269.46	558.79	155.1	417.92	289.25	213.83	224.59	535.94	469.66
32.42	24.8	27.76	50.44	49.8	51.97	42.86	15.32	42.79	68.49	45.59	70.44	24.65	75.22	55.41	50.03	98.35	110.08	37.97	84.89	11.94
578.64	131.22	107.01	5.72	23.04	51.08	662.12	17.66	-0.5	23.24	49.37	361.67	-3.38	88.98	12.23	600.12	37.83	810.32	413.5	38.87	648.15
171.1	205.71	175.32	224.87	123.82	312.58	180.18	168.52	97.49	227.59	95.52	143.8	218.4	134.3	219.9	144.12	253.73	192.53	127.92	-3.41	91.9
1401.37	678.07	1161.32	1061	517.67	479.77	1260.07	1093.26	597.47	852.89	683.42	411.17	503.29	376.51	726.2	1445.97	290.59	1086.7	828.54	240.71	1187.18
524.29	851.43	634.2	347.4	418.75	599.39	534.65	570.81	490.07	796.38	194.33	343.13	791.79	511.82	466.82	591.8	618.38	407.52	643.56	509.3	437.28
6.14	26.29	19.34	-36	12.33	3.92	-32.14	-15.88	72.18	14.07	73.56	-38.46	29.9	9.7	-16.53	-4.91	31.18	14.69	3.77	-44.5	-17.75
293.88	335.51	343.1	378.62	372.13	335.16	555.35	463.71	400.32	400.75	479.55	571.98	490.73	380.56	487.47	340.76	735.73	329.7	330.16	804.94	408.87
-1.22	0.08	13.97	-1.73	4.3	-1.41	-0.58	5.17	-12.75	18.65	47.85	5.07	8.01	48.52	44.61	-8.44	-0.08	21.17	-0.74	-12.26	-4.32
16.65	-3.66	190.94	1.99	59.61	35.95	125.27	81.84	-9.48	65.86	31.99	59.97	155.17	26.68	23.74	54.78	91.03	70.24	46.36	19.94	91.19
191.05	238.95	235.68	328.41	188.93	124.18	232.93	324.52	142.42	230.92	263.27	253.35	123.61	173.16	189.98	366.49	140.94	278.92	149.37	471.77	208.08
430.12	429.39	462.79	435.22	342.58	416.8	375.67	367.57	373.86	481.16	226.44	347.55	419.21	330.31	536.76	687.99	326.21	403.71	430.65	394.63	541.34
467.8	1146.56	685.87	865.26	1137.63	616.06	779.64	1268.48	398.66	868.69	652.18	1233.85	407.64	1387.1	1162.85	810.39	765.32	891.22	855.58	2342.28	1429.06
89.17	100.46	64.62	106.42	89.04	97.41	72.93	173.27	180.83	121.09	94	51.25	99.08	65.51	83.52	36.4	138.95	43.52	50.88	90.56	52.24
236.18	104.21	215.23	267.09	112.23	246.84	294.78	203.43	253.72	317.77	143.31	137.68	220.15	287.37	195.81	209.49	168.92	237.42	204.23	208.48	116.74
152.2	403.87	160.51	301.11	155.03	230.67	124.47	177.23	135.88	107.92	68.27	208.59	173.6	156.97	274.21	172.7	367.32	128.98	183.94	41.39	163.01
177.4	123.72	148.07	121.37	52.48	109.9	129.24	118.78	118.72	213.64	69.02	107.09	99.08	138.35	115.28	198.41	105	142.81	80.61	175.66	103.96
1041.17	898.72	722.38	1241.24	1119.97	1033.7	944.71	1343.13	1546.53	429.96	1464.05	1065.21	1861.24	684.16	835.21	1132.07	677.55	675.74	1571.22	571.15	1158.67
417.55	285.2	381.85	181.29	328.26	196.6	353.76	376.54	123.63	205.02	242.53	194.57	92.07	470.5	198	370.37	289.92	177.87	388.26	339.71	138.78
16.65	-7.4	0.96	10.19	-1.95	31.5	19.16	12.98	37.89	10.14	26.7	-1.9	35.15	15.36	-0.71	12.17	-22.03	6.78	40.55	-15.42	20.42
859.61	1118.13	967.53	722.82	1303.76	1494.46	841.17	836.48	2031.36	387.87	2190.01	665.82	1433.2	729.4	1308.96	728.09	604.51	1022.44	1208.82	569.19	839.12
-139.03	-23.13	-15.09	11.68	-13.56	-3.19	-10.05	-29.91	8.49	-19.32	-15.56	-4.51	-12.14	-7.28	-10.78	-17.84	-27.36	-11.92	-23.31	-9.73	-17.75
1543.46	1369.17	1187.87	967.77	1669.71	1163.28	899.69	1100.64	866.89	1006.45	851.8	722.3	1242.13	549.07	1402.09	1818.26	916.15	826.06	1577.68	1121.71	1173.8
13.5	-6.66	0.96	19.87	5.19	-0.52	1.79	1.27	-21.74	6.21	19.15	21.62	7.13	30.73	-12.94	3.92	-13.38	-0.42	3.77	56.53	7.7
341.06	263.18	143.41	224.87	102.42	121.5	171.41	202.64	126.89	134.92	155.47	202.46	198.18	380.56	139.88	319.69	208.28	365.82	308.74	424.13	289.68
14.55	48.01	64.62	13.91	56.94	142.93	44.45	66.94	114.64	306.36	-4.25	9.42	33.4	98.69	185.62	122.37	184.92	41.35	122.73	7.32	31.73
191.05	192.14	97.74	66.1	79.23	210.94	58.68	45.02	1.95	132.95	209.61	57.35	29.02	97.88	214.05	372.95	49.14	93.4	237.75	30.67	228.92
148	233.65	245.93	549.44	228.19	122.39	446.61	314.01	329.32	252.22	365.46	236.66	315.37	537.73	152.2	191.05	220.3	313.22	266.83	659.25	323.23
73.41	12.07	9.38	43.73	56.94	26.16	34.96	70.08	21.56	38.97	47.1	60.84	40.41	80.88	64.06	79.79	27.86	54.34	76.73	51.48	77.73
42.93	8.32	67.69	42.24	28.39	56.43	42.86	51.28	99.94	137.56	24.44	69.56	50.04	42.05	13.67	142.91	93.03	76.75	22.48	33.82	72.06
62.9	53.25	65.39	87	83.69	51.97	72.93	69.3	95.04	104.63	67.51	108.84	106.96	214.46	95.06	66.08	92.36	94.12	222.61	38.24	103.25
456.29	353.11	524.23	315.51	543.82	622.55	500.81	467.85	663.56	451.76	400.65	368.73	720.06	293.04	737.48	686.57	1011.24	570.74	462.4	342.26	756.28
58.7	48.76	100.06	64.61	83.69	54.65	120.5	87.34	81.98	62.58	65.24	82.65	55.29	108.4	68.38	58.94	66.43	87.6	108.46	44.55	26.08
403.93	1302.86	3443.71	1440.79	1327.18	507.26	1275.35	775.67	179.2	1065.11	3356.51	1091.49	349.9	722.94	479.04	802.3	50.47	303.51	1822.85	151.69	1023.67
315.9	103.46	151.96	-5.46	136.3	128.64	57.89	212.98	157.12	191.76	-32.91	43.4	76.31	174.78	112.39	110.34	320.15	83.98	61.87	-5.94	159.44
26.11	10.57	63.85	135.59	-1.95	65.33	46.03	45.02	39.52	41.59	102.33	59.1	25.52	74.41	45.33	54.19	28.52	68.79	15.39	34.45	12.64
25.06	23.3	30.83	34.04	39.1	28.83	29.43	64.59	76.26	229.59	16.89	114.96	122.74	295.47	73.42	36.4	273.16	72.41	21.84	151.06	46.58
62.9	117.71	299.07	140.83	191.6	179.59	165.83	135.33	124.44	156.7	148.63	143.8	163.07	207.98	155.82	224.93	81.72	175.67	207.51	180.7	86.23
-32.77	-19.39	-22.74	29.56	-41.24	-22.75	-36.87	-33.02	-11.93	-35.02	32.74	-6.25	-20.9	-15.37	-44.58	-19.61	-47.99	-22.69	-29.76	-35.01	-47.44
9.29	-10.4	36.2	1.25	15.9	92.95	14.42	33.29	28.9	16.03	69.78	11.16	14.14	63.08	-6.47	52.41	12.56	3.18	-3.32	75.43	2.04
49.24	13.56	13.21	22.86	20.36	22.6	38.12	13.76	43.6	60.61	31.23	20.75	19.39	68.75	30.22	25.16	18.55	37.03	27	38.87	48
-0.17	9.07	-36.48	7.21	0.73	14.6	16	-3.41	37.07	13.41	19.91	-4.51	6.26	24.26	-16.53	13.94	4.58	13.97	8.29	0.38	5.57
81.82	14.31	55.39	73.57	37.31	122.39	102.25	57.54	50.13	10.79	176.03	52.99	99.08	62.28	20.15	76.21	19.88	122.43	45.07	117.03	74.9
74.46	79.47	144.97	107.17	166.63	219.01	140.37	172.48	90.14	109.89	179.84	80.03	77.18	71.18	176.89	82.78	211.62	61.56	53.47	79.22	92.61
91.27	178.58	92.34	99.7	146.11	141.14	91.94	110.13	170.2	136.24	159.28	192.82	135.01	105.16	139.88	84.57	155.6	78.19	54.11	185.12	153.02
209.94	221.56	106.24	211.33	219.26	190.33	70.55	108.55	93.41	208.33	281.75	277.08	157.8	199.07	306.72	370.37	103.67	157.4	100.03	200.27	224.6
509.65	377.68	134.1	248.23	445.69	260.32	218.52	388.8	183.29	294.3	341.33	332.55	231.59	353	193.63	636.4	670.57	268.52	477.67	449.85	339.36
76.56	-29.12	80.78	21.37	75.67	119.71	16.79	43.46	72.18	16.03	9.34	39.92	-11.26	46.1	59.01	-29.58	41.16	284.13	-47.18	-12.26	87.65
640.22	1265.43	1249.88	922.03	598.94	951.21	933.44	787.08	1023.06	638.94	944.47	315.81	830.61	540.16	895.57	1214.56	596.2	569.17	885.95	362.66	342.3
5.08	-16.39	14.74	17.64	-9.09	12.82	27.85	2.83	32.17	10.79	11.6	5.07	12.39	17.79	-2.87	3.33	-20.7	69.51	-14.93	-17.31	-12.8
415.46	402.33	322.24	279.93	346.16	288.23	482.71	347.23	323.55	298.32	648.9	377.57	237.75	392.71	294.88	365.84	334.28	454.15	355.74	511.9	326.89
32.42	-19.39	21.63	-24.08	-34.98	17.27	11.26	-14.32	-25.01	-4.27	-11.79	-23.66	-33.16	23.45	-10.06	-0.2	-42.66	-37.77	2.48	-14.78	-18.46
45.03	32.28	43.87	27.33	4.3	29.72	33.38	8.29	31.35	49.46	40.3	52.99	25.52	83.31	29.5	43.51	32.51	26.22	30.23	27.52	40.93
