AD043	AD111	AD114	AD115	AD118	AD119	AD120	AD122	AD123	AD127	AD130	AD131	AD136	AD157	AD158	AD159	AD162	AD163	AD164	AD167	AD169	AD170	AD172	AD173	AD177	AD178	AD179	AD183	AD185	AD186	AD187	AD188	AD201	AD202	AD203	AD207	AD208	AD210	AD212	AD213	AD218	AD221	AD224	AD225	AD226	AD228	AD230	AD232	AD234	AD236	AD238	AD239	AD240	AD241	AD243	AD247	AD249	AD250	AD252	AD253	AD255	AD258	AD259	AD260	AD261	AD262	AD266	AD267	AD268	AD269	AD275	AD276	AD277	AD283	AD285	AD287	AD294	AD295	AD296	AD299	AD301	AD302	AD304	AD305	AD308	AD309	AD311	AD313	AD314	AD315	AD317	AD318	AD320	AD323	AD327	AD330	AD331	AD332	AD334	AD335	AD336	AD337	AD338	AD340	AD341	AD346	AD347	AD350	AD351	AD352	AD353	AD355	AD356	AD360	AD361	AD362	AD363	AD366	AD367	AD368	AD370	AD374	AD375	AD379	AD382	AD383	AD384	AD10	AD15	AD16	AD18	AD19	AD1	AD2	AD31	AD3	AD4	AD5	AD7
310.69	74.95	137.2	108.6	50.67	53.64	94.86	223.93	50.78	47.07	155.23	118.32	116.24	129.315	121.485	263.6	235.03	154.645	19.665	154.395	64.235	45.4333	107.44	169.2	109.59	28.61	136.91	118.84	170.8	43.4	71.285	136.08	85.92	291.36	147.48	130.25	180.55	170.06	51.32	126.15	260.43	154.79	80.69	101.35	139.33	95.87	79.32	181.46	36.87	40.97	128.9	57.72	186.76	198.47	156.5	107.02	113.06	124.96	113.8	59.46	215.537	41.3	17.26	61.105	214.73	32.765	113.28	66.88	49.0467	63.49	81.55	164.7	63.5	104.1	112.96	26.33	35.575	88.27	53.465	182.72	60.6	142.975	56.86	263.67	185.51	199.87	379.19	102.74	190.17	359.44	68.49	101.41	221.32	52.74	63.72	49.01	297.76	166.53	372.12	88.215	46.32	77.93	212.53	521.18	254.61	63.71	94.34	507.76	182.82	50.53	135.66	90.05	96.27	28.105	101.81	452.59	61.74	100.34	86.92	75.85	68.85	236.37	59.645	216.775	207.925	62.195	226.08	270.99	149.89	24.84	100.97	123.25	62.29	57.8	31.01	118.52	41.97	419.33	243.88
148.44	178.95	140.17	260.11	200.26	203.32	174.51	235.1	189.865	230.52	200.78	161.87	85.5	202.395	281.305	158.85	199.84	206.2	140.95	203.455	177.86	169.037	206.895	323.32	179.32	197.61	155.56	76.11	194.54	108.93	116.345	185.47	175.5	203.55	168.395	253.82	166.51	127.43	156.97	187.38	137.88	128.06	139.21	132.21	186.23	207.11	186.17	190.59	222.48	147.51	182.57	241.96	221.58	128.42	191.085	164.78	194.79	204.79	165.13	129.13	194.98	161.958	258.08	156.545	221.03	185.9	205.21	79.5	98.1567	222.71	118.42	216.51	246.8	184.97	179.55	206.88	175.975	174.04	162.615	125.01	176.43	223.015	178.22	283.02	194.95	286.59	274.66	130.04	136.92	155.31	131.55	172.07	131.58	164.79	193.87	153.62	179.28	239.79	197.71	230.92	117.95	193.8	233.51	170.095	119.305	205.155	259.325	176.5	195.72	133.71	145.61	197.75	287.15	139.45	127.17	184.24	236.2	250.69	181.85	201.18	235.18	157.42	212.05	212.61	113.1	149.385	133.66	179.74	102.2	207.36	135.02	284.02	164.48	364.16	255.18	208.92	196.73	144.16	118.01
-2.41	4.87	29.08	119.61	7.13	-14.24	25.505	3.61	-17.125	50.6	66.71	15.045	87.11	3.925	92.1	11.33	62.41	-10.51	-5.175	3.68	57.55	385.717	-10.785	120.06	17.75	189.725	106.7	19.915	346.74	19.19	14.685	12.8	104.5	2.77	-5.845	-2.26	45.44	-7.35	70.26	7.28	74.42	19.52	10.14	0.76	101.42	3.815	-18.61	22.14	-5.98	29.31	38.19	70.95	5.38	-9.98	27.3	13.1	63.85	-13.64	73.37	-1.88	22.59	9.0525	-16.31	10.895	31.64	-0.63	11.58	33.5	47.6467	47.56	21.63	23.525	9.04	22.08	7.81	0.3	21.91	-8.32	20.145	12.175	-12.03	21.075	-19.13	28.95	14.54	-20.57	45.65	-11.33	6.51	74.35	3.35	112.52	-53.46	-11.53	104.03	2.68	87.49	92.05	29.145	-24.465	2.49	0.88	102.335	35.805	0.6	19.455	49.52	7.76	69	97.61	49.61	-30.99	4.45	34.925	17.63	60.57	-24.87	104.76	62.89	-20.69	11.49	43.89	134.875	76.48	57.87	-10.265	3.18	-17.17	91.03	4.74	-6.2	85.04	-10.51	1.68	7.37	35.29	-2.85	18.95	-35.31
15.4	79.2	100.32	103.005	168.96	52.47	22.7	25.76	110.8	338.72	192.42	37.78	192.15	33.77	169.82	62.28	253.55	23.2	117.275	61.995	62.37	317.5	92.625	237.87	62.7	122.825	65.815	56.215	9.72	61.98	90.17	161.22	100.28	95.33	126.9	59.97	98.42	107.14	180.5	332.05	75.37	25.18	39.84	221.82	97.43	165.255	83.2	278.84	51.88	38.64	76.31	28.18	177.84	55.51	180.98	170.58	5.62	105.34	95.82	49.67	293.34	151.608	81.04	265.03	37.68	74.775	260.34	562.11	76.4367	92.9	82.47	41.385	80.07	101.79	71.46	28.85	75.49	46.18	148.9	16.885	63.86	86.77	29.91	65.3	58.89	148.83	50.24	170	165.72	226.87	290.44	209.42	46.72	190.44	60.97	74.89	127.81	47.68	49.285	22.01	50.8	66.76	197.66	160.11	14.65	369.525	164.4	201.06	81.92	68.05	89.49	154.23	121.45	23.575	89.15	64.6	460.74	47.31	51.45	1.65	14.8	76.48	22.055	19.25	105.69	226.745	58.975	109.78	84.76	82.5	100.97	165.12	85.62	71.84	-5.23	23.42	474.65	45.64	88.78
55.9	38.85	59.71	59.165	72.93	53.64	36.93	42.89	31.275	87.04	91.64	82.88	48.48	71.73	91.115	28.8	42.72	135.965	20.355	82.63	63.285	107.357	84.345	59.84	78.91	76	122.925	62.405	42.85	72.49	109.11	86.62	74.1	67.32	79.1	79.05	65.43	74.69	45.91	83.72	46.99	43.81	61.19	56.53	116.38	80.56	54.1	76.94	37.95	48.74	78.37	89.28	100.37	38.68	61.135	91.2	57.73	45.29	35.68	30.98	109.487	47.725	26.99	28.695	53.82	57.76	76.49	50.64	74.6467	53.69	29.93	85.28	50.47	63.67	69.53	20.46	59.395	35.45	70.075	29.825	43.915	42.665	41	74.4	87.1	52.7	66.81	83.24	53.94	62.93	62.57	79.2	26.51	56.27	62.605	97.23	29.02	31.22	56.33	38.735	14.12	82.12	96.525	82.01	38.375	55.735	73.65	71.35	110.18	47.25	84.05	35.52	61.42	61.48	63.17	75.9	37.69	57.25	60.6	70.48	45.69	97.21	42.985	59.095	94.84	27	55.625	28.48	5.63	84.58	51.54	67.7	39.95	42.83	51.48	22.76	52.41	71.66	39.92
20.25	25.05	42.045	62.645	21.31	11.51	23.595	31.81	20.15	52.95	40.3	31.65	44.46	11.59	36.65	63.88	15.69	50.87	27.585	40.005	10.175	30.1433	45.555	24.66	37.51	67.455	35.875	34.4	18.23	32.9	5.97	30.17	57.22	30.65	29.035	16.81	55.43	35.17	8.06	36.54	17.68	44.62	51.9	9.72	70.51	11.045	-15.7	13.01	33.66	-5.68	14.51	21.05	41.75	5.93	43.51	32.41	23.85	82.02	54.52	26.54	11.11	0.12	9.31	-7.61	23.59	48.2	49.45	39.82	73.9733	79.42	65.88	76.57	19.69	25.55	25.16	21.3	22.95	-2.54	42.47	5.37	60.955	23.41	18.03	23.5	20.39	56.23	82.615	32.55	19.62	41.12	45.8	16.61	59.64	23.68	56.875	-0.88	23.18	43.19	215.485	7.73	15.01	13.32	130.705	48.3	19.18	30.435	61.49	99.09	42.36	56.01	65.93	29.08	-10.11	45.045	-1.97	33.14	23.25	-6.83	59.46	14.16	34.66	6.37	25.01	38.115	27.6	19.585	15.915	2.15	23.63	-4.27	56.75	36.45	14.71	6.35	55.42	-1.57	7.06	43.48	-12.27
34.02	47.34	48.655	63.255	114.4	105.11	107.135	115.55	61.475	108.21	91.64	90.22	111.38	56.225	75.6	103.95	88.73	41.815	63.43	75.17	32.745	14.74	97.795	62.62	61.8	19.205	87.615	3.31	56.1	21.61	15.96	28.44	20.09	121.64	119.165	129.25	31.46	90.92	194.99	28.05	14.85	55.96	24.06	86.41	103.42	69.905	92.91	44.47	91.55	41.75	116.52	53.64	61.27	30.26	126.605	217.18	31.29	56.52	102.11	52.34	73.04	78.8225	106.8	119.975	160.62	153.06	129.5	28.08	29.2767	178.65	22.55	73.93	59.94	142.23	56.99	54.89	101.11	50.31	45.38	66.28	44.62	29.84	94.23	142.73	122.75	440.14	114.495	85.19	51.02	70.19	42.84	54.98	32.98	101.22	59.24	65.96	103.09	56.68	100.66	17.52	29.32	48.67	80.845	100.425	16.41	81.97	101.765	87.095	84.34	79	44.17	39.11	38.47	86.325	80.02	20.24	146.01	28.53	128.11	63.33	137.19	10.32	69.23	104.21	73.725	19.06	44.705	86.5	67.35	121.55	185.54	97.08	101.18	-4.87	42.03	113.15	64.01	31.21	60.94
115.13	187.44	534.685	217.62	161.9	227.85	433.445	134.76	284.27	252.87	888.04	133.625	256.61	543.89	204.37	77.48	384.05	107.73	227.075	481.725	283	200.543	247.125	375.38	124.05	184.98	369.675	216.28	155.62	222.73	221.78	242.55	375	114.62	275.66	178.46	283.05	576.29	347.78	129.92	329.04	114.29	226.6	186.98	206.19	231.18	119.12	245.37	133.38	346.07	463.46	348.8	208.18	68.6	187.87	517.91	161.36	247.06	161.52	378.72	597.123	484.115	151.34	399.46	438.9	131.32	192.24	179.42	220.95	160.28	152.52	243.575	531.72	416.97	139.02	185.05	313.625	548.23	244.245	242.005	134.99	1150.71	349.99	93.51	390.45	395.78	102.33	321.09	125.13	261.08	171.88	197.31	227.79	232.96	253.54	142.87	313.54	536.95	192.82	191.215	284.93	182.37	134.355	408.225	109.285	253.795	305.96	459.68	375.32	59.29	182.66	324.83	442.51	125.82	355.88	327.29	254.79	269.49	133.83	405.33	118.46	145.58	200.435	823.495	272.08	393.87	161.555	308.2	149.19	478.16	113.8	219.7	88.54	138.34	354.9	136.02	237.6	403.15	215.69
189.93	199.1	182.415	135.52	134.62	191.63	89.325	98.37	121.595	159.95	313.67	159.135	136.55	188.315	91.85	134.57	139.1	117.43	102.835	188.065	79.93	177.803	168.08	198.88	182.95	90.985	219.625	164.72	202.13	339.67	131.855	279.66	185.66	149.76	151.03	116.19	135.45	147.73	128.04	132.75	102.82	146.69	105.76	114.29	150.3	171.77	118.15	142.9	130.16	192.63	229.08	224.66	119.05	155.51	127.855	107.02	82.25	100.82	103.01	155.14	176.887	103.555	102.36	220.005	150.99	123.47	179.26	153.35	137.23	214.14	131.32	169.605	308.18	100.64	121.64	80.09	117.31	95.69	130.105	186.395	218.84	131.14	150.13	94.42	111.5	89.41	161.9	170	144.3	204.06	101.02	215.47	171.19	85.35	344.71	86.5	232.19	171.9	128.82	250.895	104.51	116.48	148.6	144.835	189.125	166.065	278.205	165.9	165.87	201.45	254.77	126.05	147.43	134.315	161.09	42.01	88.21	156.71	227.53	80.32	159.23	167.29	394.475	168.64	190.025	132.845	137.77	178.3	183.09	117.36	149.49	111.16	185.94	85.88	129.4	112.48	114.96	247.67	202.66
198.07	238.32	221.525	231.955	250.69	207.99	234.215	172.21	199.3	255.22	212.19	279.145	194.61	97.125	145.915	108.78	214.06	134.325	181.225	253.46	150.135	251.78	196.135	395.83	168.43	793.24	363.375	290.29	343.88	388.92	236.295	182.01	240.71	316.32	220.335	194.53	274.99	147.73	179.59	104.47	221.43	256.82	208	124.25	220.16	165.885	176.45	178.41	252.57	346.85	137.15	265.37	183.19	245.15	184.93	196.02	299.63	175.01	222.02	244.45	183.213	307.142	193.37	164.935	146.19	208.035	204.13	165.04	332.907	216.59	256.65	202.575	164.06	182.66	282.74	127.11	135.12	297.67	215.51	195.64	322.61	316.32	188.68	242.53	251.43	417.24	101.055	199.24	222.12	149.08	144.35	160.97	274.68	153.3	189.955	385.45	281.99	117.02	174.06	323.275	182.51	226.83	201.755	270.065	288.355	174.5	260.88	277.37	242.5	183.98	184.46	290.05	182.7	176.86	227.22	360.77	141.19	133.5	334.67	341.32	137.19	278.79	194.03	167.055	176.55	86.325	374.76	381.61	287.78	190.39	407.22	136.04	246.5	307.51	219.04	157.67	129.43	526.1	280.46
215.18	141.82	153.735	210.32	155.83	170.59	269.93	174.23	218.5	170.54	92.4	280.455	150.4	178.005	143.605	247.1	227.47	199.555	175.835	174.4	164.93	238.303	209.08	202.6	181.14	266.9	209.34	283.67	190.74	226.81	326.195	137.81	255.97	193.84	263.98	210.61	211.66	159.91	183.21	167.61	210.02	226.87	287.08	99.35	126.36	133.275	165.75	123.62	213.89	131.17	193.94	169.7	195.68	342.21	124.665	173.49	321.96	260.97	271.86	331.89	178.687	279.13	173.68	213.19	218.23	173.2	138.16	111.95	131.133	150.48	133.16	186.005	194.8	128.36	229.72	237.1	180.39	146	169.485	200.505	527.405	361.17	210.45	165.56	172.08	193.48	184.895	174.87	229.57	128.33	144.35	189.23	197.87	137.41	256.1	286.76	266.25	236.69	269.615	321.94	280.44	217.47	232.305	238.28	322.65	138.805	180.11	192.735	188.46	138.09	144.7	286.36	160.1	230.945	223.65	206.12	123.52	120.23	196.7	229.88	126.17	147.55	391.875	178.065	277.885	126.455	200.545	492.2	98.71	141.85	313.64	154.28	421.22	332.04	270.89	202.04	145.07	225.02	363.28
85.91	116.35	110.725	790.56	133.61	237.2	40.84	94.33	135.09	855.34	339.72	14.625	26.04	-7.225	115.685	134.57	173.98	1196.41	19.075	48.5	34.655	55.92	101.345	347.49	116.82	27.245	8.095	123.325	84.52	-61.3	66.445	460.47	46.25	120.76	57.975	813.55	457.81	2.77	137.07	798.36	29.03	8.18	477.12	163.08	1060.2	96.06	14.34	183.49	231.08	127.28	412.53	276.56	1204.77	42.42	679.275	63.93	220.04	444	80.55	192.93	260.303	186.798	249.07	159.35	420.09	269.09	578.38	164.14	448.203	291.18	247.44	124.975	122.66	261.19	-5.68	26.33	210.715	20.59	661.265	46.53	25.475	85.025	142.12	348.65	481.85	-14.94	139.65	65.7	84.7	178.13	685.32	219.51	115.41	353.1	98.095	103.49	62.15	6.6	186.93	877.79	188.79	34.78	358.395	102.89	315.59	673.325	550.725	373.955	150.54	71.34	363.27	995.77	360.27	31.3	185.19	36.36	93.03	168.87	203.55	116.1	368.1	267.94	144.925	33.49	18.32	78.62	81.51	295.5	25.02	83.19	189.4	403.69	742.72	193.68	1473.54	120.53	222.97	-11.29	31.1
470.5	1043.03	811.225	626.255	854.15	1008.59	777.29	783.25	830.45	1333.24	1001.4	598.41	1114.89	1083.73	875.33	694.38	1124.83	348.505	999.6	819.805	784.41	1186.08	726.04	926.65	829.28	762.11	978.095	1066.73	625.35	418.53	928.485	767.72	1093.03	695.69	1670.05	1187.8	774.9	719.89	1392.15	754.37	393.99	488.18	630.95	1062.27	622.22	684.74	481.7	1238.09	788.82	583.33	862.96	1050.95	1236.1	694.37	812.24	1035.58	1081.14	857.41	797.82	964.66	1095.18	1039.71	1309	1442.38	1284.67	963.585	966.8	1288.11	1454.58	733.52	1131.45	895.3	482.43	1279.08	412.49	971.3	1183.43	667	1100.59	459.685	348.75	562.335	1142.54	841.41	1142.39	983.82	819.56	939.55	529.49	751.5	635.92	824.69	272.26	1024.72	1054.76	761.21	640.47	1254.78	405.675	823.08	989.85	1119.99	836.67	515.505	472.125	924.735	1066.71	451.95	509.16	719.1	919.83	1453.63	1468.29	1327.25	974.11	305.28	1100.23	824.37	605.81	452.32	1054.24	328.11	695.82	690.83	576.045	1516.77	252.805	523.25	895.49	1243.67	863.84	1749.4	1009.64	762.61	962.12	1024.05	1110.76	152.16	619.65
6.49	28.23	26.88	33.605	27.39	26.73	37.34	11.66	19.26	65.88	7.14	17.66	25.23	9.085	31.665	20.86	19.78	29.645	27.71	10.19	10.945	-4.65333	16.045	30.22	17.75	30.77	57.485	4.945	-1.64	20	0.98	14.54	-9.43	33.27	33.595	30.86	15.49	34.16	23.38	18.61	25.25	25.18	13.85	19.68	54.55	29.305	25.01	48.53	15.44	-11.12	11.42	15.96	16.02	7.8	67.16	23.83	8.99	25.86	16.85	10.55	16.5567	11.65	34.96	-4.405	11.53	42.605	34.3	22.67	3.75667	88	-15.25	8.925	23.25	38.25	49.27	33.05	38.21	-0.06	16.005	6.715	15.555	-13.275	8.54	30.76	26.25	22.38	25.33	16.95	34.94	107.57	19.15	35.79	16.82	14	27.075	26.73	6.95	28.98	8.4	-8.185	58.85	19.54	66.115	67.925	9.225	37.03	41.625	42.19	64.97	38.48	30.57	-17.42	29.44	50.575	10.62	11.37	91.42	-0.2	28.56	36.51	44.58	-5.48	2.98	20.3	36.62	13.625	19.14	18.76	4.94	18.6	42.61	76.36	36.07	-7.67	31.79	7.62	14.64	29.77	22.29
391.74	169.41	213.25	373.51	328.23	532.06	407.455	711.64	330.72	288.15	384.26	344.575	340.41	474.17	366.54	493.14	552.67	496.295	278.81	419.995	320.8	161.183	365.17	299.16	278.71	334.56	265.485	238.49	366.77	456.41	443.545	261.55	302.66	458.09	331	410.72	332.43	339.74	271.23	377	516.61	360.24	205.21	445.82	302.99	394.58	763.81	385.28	266.54	209.75	282.88	289.79	474.92	317.94	378.755	302.67	321.96	347.62	334.61	276.22	331.58	396.44	353.27	439.925	476.16	337.46	416.9	199.18	273.53	344.9	324.85	310.215	296.38	291.21	206.57	363.85	270.445	305.09	310.79	379.87	291.95	600.33	376.45	371.85	311.71	927.56	674.045	406.88	285.61	342.88	381.99	330.51	369.27	321.87	401.51	313.87	456.03	426.19	346.6	312.4	304.74	255.76	364.14	323.17	352.195	284.385	442.755	512.365	295.68	315.79	315.84	495.43	348.48	302.61	283.23	418.91	360.43	235.2	307.35	379.16	393.32	297.54	438.505	635.335	590.495	223.945	292.36	701.5	295.78	414.14	452.14	511.06	333.69	276.42	630.62	503.88	329.41	184.91	499.31
16.21	31.42	-0.195	-11.14	-8.06	-22.43	14.2	-23.55	-8.16	-18.75	46.33	-0.565	11.64	-30.685	2.54	55.89	-0.66	-5.775	-6.24	0.860001	12.285	-22.31	15.135	62.62	11.47	-8.275	17.865	-23.69	24.86	-12.24	24.755	52.76	-11.96	41.99	-12.1	-38.39	-6.46	27.07	18.87	12	25.25	36.52	20.35	-28.12	21.67	-32.04	-12.79	44.47	-2.77	-32.11	-9.17	-19.69	-37.14	-4.37	21.1	-41.2	24.52	19.14	-36.89	16.77	-42.4233	-13.265	-35.72	-19.74	-20.56	-20.925	2.92	-23.39	-8.49333	-2.69	-29.08	-14.135	17.33	-5.64	-9.54	6.18	-1.565	3.25	-14.245	17.235	501.41	2.47	-38.86	11.69	-29.57	-22.69	-15.115	-31.8	21.08	7.89	-9.49	-16.7	11.97	-36.17	-16.155	8.91	-19.67	-10.51	-1.64	-18.37	16.8	3.64	39.655	22.27	-15.55	-5.99	-10.075	26.625	91.61	2.32	9.7	-14.56	-56.55	18.79	-39.75	-3.95	-47.35	-31.13	12.53	4.33	-34.87	-43.01	-34.42	-11.09	15.01	-11.145	20.76	-2	-15.11	-25.05	-7.67	-1.26	10.83	25.06	-37.54	-39.55	-45	22.55	-48.18
80.23	51.59	26.71	64.125	31.44	34.92	86.29	105.44	70.425	57.65	65.2	106.785	75.82	95.115	47.65	16.09	106.03	41.315	45.9	69.285	39.295	21.62	69.44	87.63	87.93	28.91	95.845	32.38	28.65	122.71	46.525	97.91	9.13	68.2	40.52	398.65	44.45	105.11	81.98	270.13	36.59	77.83	14.78	33.63	72.5	95.23	54.1	85.06	42.23	29.31	107.24	32.26	39.08	43.35	66.58	16.68	60.45	68.51	42.85	35.43	32.2633	53.725	113.03	95.7	99.11	68.955	57.02	89.42	157.03	59.82	39.15	64.725	43.37	50.96	56.99	41.45	58.825	54.43	152.225	61.995	37.425	42.535	56.07	13.51	69.37	45.65	41.45	135.88	44.44	61.89	30.01	32.77	21.67	80.94	24.56	56.15	48.51	66.44	58.465	59.57	31.11	74.44	84.46	71.465	30.415	43.125	57.32	71.39	73.04	138.09	73.18	50.57	44.72	63.04	38.64	12.98	4.81	35.15	60.6	56.18	26.93	14.27	168.035	65.735	116.405	32.91	42.03	19.46	25.02	172.05	58.25	51.06	32.19	94.31	19.98	73.73	40.22	64.43	41.27
209.48	108.92	92.18	75.6	80.02	108.62	100.18	183.35	89.215	122.32	82.57	129.955	103.28	178.475	156.915	154.8	59.95	243.06	99.835	150.435	127.9	184.553	165.52	123.77	93.34	240.425	124.825	61.365	69.36	223.55	182.135	154.28	137.45	148.88	155.19	209.61	181.55	98.01	71.16	192.08	138.83	381.21	332.7	115.29	156.29	125.435	129.8	143.92	191.34	96.18	211.5	64.85	195.68	137.76	145.395	177.12	186.41	164.36	125.5	100.5	129.127	81.4225	146.88	204.855	117.47	134.45	168.44	151.55	117.253	113.73	61.27	103.435	64.68	106.41	179.55	145.59	108.725	74.24	165.565	183.725	125.82	109.625	83.08	294.08	118.78	230.4	186.7	85.19	136.18	141.82	228.8	141.79	185.74	126.81	165.755	116.01	240.7	239.79	220.5	109.86	122.43	113.67	300.9	151.99	85.44	140.455	199.77	112.045	213.47	109.65	154.65	177.41	213.93	122.665	185.9	69.44	160.48	92.61	118.96	89.27	192.26	162.36	85.535	80.905	77.76	97.36	110.335	75.26	109.89	128.55	142.63	188.92	103.13	186.17	288.17	120.53	135.8	118.02	200.6
-24.26	116.35	20.395	125.505	79	55.98	88.07	3.61	76.51	105.86	-26.74	-22.54	38.05	-27.385	-15.115	-14.81	101.09	17.55	-3.765	-4.92	32.045	-36.5467	19.705	-47.49	117.72	-38.34	18.49	-23.885	2.15	24.84	19.28	-56.71	-16.18	58.58	-1.475	-33.37	43.45	50.37	-42.37	-17.27	55.5	-15.29	-13.05	-18.16	87.46	27.25	26.94	11.99	69.03	-23.56	153.66	31.24	-7.91	78.89	51.43	-12.63	-41.43	-14.38	25.82	75.51	-25.7133	11.94	109.47	-20.06	-17.22	-30.585	74.33	-32.43	-43.8167	212.92	-25.39	67.625	3.12	107.57	85.94	-50.95	-70.215	-62.02	-27.72	-4.295	15.15	21.69	30.7	26.22	-0.4	-34.65	19.035	-21.08	25.46	38.01	23.1	-61.13	11.97	-28.25	-12.66	37.42	-40.44	15.54	57.84	4.875	-25.23	136.93	-44.535	25.815	-9.565	107.475	-12.92	-46.655	-27.07	147.93	0.63	-30.28	-15.66	23.32	-37.65	-9.59	-20.86	0.91	120.1	51.71	35.76	-44.99	33.62	41.67	36.84	-10.2	153.4	29.18	-9.58	22.76	92.69	16.58	93.4	122.41	8.95	-16.66	-27.41	21.11	-32.6
34.02	25.05	33.3	70.605	25.36	23.22	48.555	29.79	40.12	49.42	67.47	51.205	66.16	75.825	54.465	55.89	19.78	67.26	61.48	31.855	52.775	38.61	47.735	50.58	81.62	57.37	71.605	32.685	53.26	32.1	13.555	30.17	36.97	44.61	24.69	3.77	39.45	31.12	30.59	28.99	17.68	43	42.62	28.65	32.63	27.145	31.79	19.1	20.8	18.42	23.78	25.13	42.63	13.42	35.58	41.72	24.52	40.8	32.99	25.65	35.39	28.9125	27.88	20.505	28.28	29.32	52.69	46.13	66.0967	57.36	20.71	65.075	33.9	50.96	32.88	45.65	49.18	51.13	43.95	27.67	49.14	21.125	47.34	14.42	43.86	36.48	31.81	16.95	48.82	71.23	30.01	32.77	11.97	28.08	37.135	32.07	14.09	39.45	53.435	23.23	41.85	49.36	82.21	56.755	42.035	42.505	50.66	57.975	103.72	41.77	53.24	26.93	11.39	74.715	33.03	43.62	34.48	36.26	70.9	9.69	32.45	11.31	53.81	33.165	61.625	41.8	30.26	16.68	34.72	34.55	38.15	54.38	40.92	43.77	34.16	32.65	33.25	36.98	1.28
296.79	172.59	207.52	245.02	236.58	287.41	253.87	336.94	253.385	391.62	174.96	128.815	209.43	162.06	229.03	289.26	198.16	145	210.215	215.485	191.845	196.613	249.31	268.51	241.23	191.175	220.53	160.055	125.28	36.94	188.625	172.48	174.66	450.87	272.285	165.4	239.79	255.38	183.21	216.55	208.12	204.2	185.68	311.43	216.17	177.135	226.06	334.61	317.07	156.06	249.76	298.94	298.54	238.61	418.795	180.75	203.89	267.16	183.17	216.39	210.487	191.48	432.95	262.58	493.82	348.99	347.84	268.22	126.37	307.06	290.75	203.025	224.35	248.49	278.88	257.25	229.49	116.31	216.73	168.535	156.185	263.52	218.53	372.78	201.03	401.5	292.63	187.55	217.65	281.8	270.9	274.01	188.98	242.72	256.5	228.17	194.94	296.87	328.985	406.685	178.92	146.12	157.06	313.085	157.265	316.945	288.18	262.37	374.52	145.74	210.63	230.56	438.73	234	235.09	313.43	503.08	252.9	157.84	354.83	457.94	236.37	289.75	230.1	263.69	234.83	230.575	351.13	287.78	201.7	354.8	421.72	413.34	186.17	275.6	214.43	277.62	178.35	310.96
203.78	129.09	-42.33	149.68	133.61	158.9	140.57	133.74	118.815	114.09	105.25	222.945	147.14	104.565	92.765	206.08	179.81	130.555	160.74	87.52	87.055	74.69	100.325	152.5	121.34	35.545	61.575	84.085	223.98	243.94	132.605	184.61	103.66	162.97	111.74	62.98	90.42	126.42	177.78	158.19	210.97	139.4	76.97	130.22	149.31	188.96	219.24	212.91	189.19	163.84	88.68	90.3	256.45	121.88	135.12	122.86	125.43	96.3	205.75	132.72	240.663	191.365	196.95	163.56	174.42	90.825	113.28	152.45	132.867	114.96	117.5	125.06	136.86	65.98	118.75	140.55	142.88	177.34	105.76	177.925	249.635	128.66	130.93	124.48	117.45	106.37	57.565	66.67	118.5	143.89	92.15	105.45	125.11	70.37	52.355	82.04	99.19	118.54	143.48	203.08	134.98	124.23	115.895	188.31	150.04	143.17	107.015	116.715	168.29	92.14	98.55	230.56	244.64	173.9	250.13	76.71	146.01	108.08	152.13	90.16	66.64	148.54	108	122.765	146.425	156.415	171.62	173.98	226.52	183.33	225.86	107.8	163.51	272.65	148.28	213.74	119.59	358.32	206.77
58.33	183.2	170.965	106.835	127.54	168.26	55.33	99.38	101.865	82.34	-0.4	180.585	129.23	-64.14	32.86	144.27	-6.38	138.255	139.535	233.835	76.195	4.37	143.685	166.42	210.23	27.37	5.245	-37.42	103.47	74.11	1.755	-93.2	139.14	210.62	25.23	82.06	-35.37	71.65	202.24	120.49	143.57	127.25	255.44	194.94	52.56	81.085	37.61	119.56	213.89	58.85	79.4	51.61	82.59	81.69	119.11	109.9	58.41	-41.15	-26.15	15.88	71.6933	130.455	15.5	83.01	65.28	34.28	213.86	258.37	101.263	267.96	159.89	140.995	122.66	167.64	-76.94	150.63	220.105	211.96	200.025	208.12	10.4	52.745	115.75	-79.95	-17.27	437.28	85.335	231.41	17.44	30.74	2.37	127.66	-52.65	62.44	95.35	57.04	120.66	61.19	63.26	73.445	49.01	94.02	147.135	243.035	183.95	239.175	218.265	123.045	273.13	179.61	156.46	70.66	90.69	234.6	103.92	62.99	60.14	158.92	240.09	40.09	171.34	110.04	210.25	241.155	45.055	277.315	55.855	106.24	-43.42	99.22	19.63	-62.48	113.83	7.29	425.49	-89.06	-15.7	-127.41	-56.31
