NL1179	NL1675	NL1698	NL1884	NL2378	NL2562	NL268	NL279	NL3104	NL3681	NL4083	NL4353	NL504	NL6084	NL6853	NL6943	NL7530
210.68	129.91	360.48	281.46	385.83	205.49	205.99	187.68	188.7	282.75	189.24	335.1	117.07	292.2	293	149.76	134.83
39.61	46.2	94.14	66.49	68.64	67	98.96	54.47	53.46	74.29	62.41	65.02	92.5	67.62	26.67	79.31	56.97
235.57	202.62	236.05	214.79	222.49	229.88	200.69	146.03	200.83	191.09	206.11	238.99	219.7	226.37	234.61	212.34	193.01
236.43	168.65	282.02	216.35	224.22	368.24	207.75	315.49	348.11	251	240.76	209.76	100.69	315.42	265.04	186.19	177.99
153.41	134.75	133.47	133.05	151.78	128.39	85.68	108.1	145.91	133.91	115.21	144.36	104.78	121.98	108.03	107.8	89.79
43.85	5.18	71.12	25.6	34.46	52.1	35.18	40.6	11	40.26	28.96	59.52	-3.7	43.7	24.21	16.03	21.34
172.18	97.69	164.16	138.48	150.92	154.74	134.37	152.51	145.91	98.98	132.85	148.29	74.76	135.81	96.52	92.77	143.27
620.9	247.26	916.06	463.28	302.43	679.79	189.2	750.41	945.62	736.67	989.19	781.67	379.62	333.1	792.96	556.59	144.21
152.55	173.5	192.92	175.01	200.88	132.9	137.02	151.59	152.36	130.5	204.42	135.71	327.36	109.07	187.75	145.01	133.89
22.69	-4.47	53.85	17.12	-1.38	32.02	37.84	42.45	15.8	12.2	26.45	27.35	-0.29	43.7	6.13	9.7	20.4
-9.43	13.22	53.85	-2.91	-1.38	10.5	27.2	33.21	16.6	2.84	8.91	-5.6	55.66	12.43	8.6	-11.65	-3.04
-44.05	-18.95	32.74	9.41	-34.62	77.45	13.02	-61.97	-18.6	18.15	3.06	-55.06	-61.09	106.31	-47.29	35.8	-110.82
151.7	91.25	150.73	119.09	97.73	106.62	224.54	102.55	120.14	98.98	124.45	136.5	121.85	63.02	187.75	169.56	157.35
6.63	-10.9	49.05	-10.61	-14.17	12.73	33.41	34.13	8.6	1.14	8.07	-1.68	8.59	6	-7.84	2.59	11.96
115.1	199.38	157.45	193.71	66.93	124.63	75.94	2.71	266.53	124.53	153.87	82.29	108.19	135.81	46.4	35.8	54.16
220.11	222.89	271.49	311.45	208.66	258.96	136.14	234.9	232.42	241.57	224.7	177.42	260.97	171.81	408.24	251.98	136.7
130.41	126.69	215.92	127.62	168.13	201.69	55.56	181.2	191.13	135.62	134.53	129.42	77.49	104.46	211.59	190.15	78.54
-22.1	-6.88	35.61	-38.32	-25.25	0.13	-8.26	25.81	-9	-22.66	15.59	-14.24	-20.09	8.76	19.28	-12.44	11.02
319.33	261.09	265.74	348.7	296.32	360.41	124.63	181.2	282.8	265.58	266.18	304.83	204.61	235.63	307.81	281.33	203.34
763.24	657.45	707.89	748.77	879.27	1189.39	371.81	229.34	763.92	790.42	491.24	801.2	243.75	627.72	748.3	1009.59	231.51
158.52	171.07	183.33	254.73	140.61	334.67	175.94	282.14	158.01	144.14	168.17	137.28	222.45	98.01	243.65	179.86	129.2
708.68	1159.25	1265.48	1301.87	1079.35	744.25	720.74	856.88	892.51	930.61	450.7	630.75	865.35	629.62	371.18	1331.06	176.12
32.84	35.74	152.65	69.58	51.54	87.91	137.02	123.83	189.51	104.94	80.84	127.85	199.12	121.98	158.98	191.74	15.71
226.98	352.78	137.31	348.7	194.84	231.4	141.44	272.87	272.22	108.34	159.76	175.06	258.21	177.35	135.15	170.35	138.58
99.8	76.76	97.02	87.36	78.05	94.64	114.9	117.35	72.72	81.1	98.44	117.63	100.69	88.8	82.55	83.27	81.35
70.11	50.22	135.39	85.81	44.71	86.41	31.64	72.96	87.17	77.69	104.31	74.44	46.11	98.01	98.99	65.86	103.86
589.2	403.19	499.87	429.42	609.39	558.07	194.5	418.4	459.14	507	389.73	569.68	406.26	430.13	391.77	619.66	221.18
368.97	347.02	282.02	301.18	303.31	361.19	429	432.31	332.57	282.75	368.33	451.52	397.83	289.41	416.48	256.74	252.17
888.85	550.1	611.18	528.28	609.39	632.57	220.12	478.68	1007.48	644.19	521.53	743.62	395.03	814.25	320.98	526.29	707.86
433.92	429.79	388.2	377.36	357.63	398.07	215.71	331.25	391.58	396.54	338.45	434.56	511.09	355.44	344.02	377.42	292.57
-20.41	71.13	59.6	11.73	-14.17	-39.06	5.93	18.42	-16.2	-9.91	4.73	5.38	37.93	1.4	-6.2	18.4	-0.23
386.46	411.49	471.26	507.08	441.67	421.75	668.34	437.87	427.78	462.52	457.59	499.37	423.13	459.15	548.39	503.97	537.2
16.77	-6.08	74.96	-3.68	16.54	29.79	16.57	17.49	32.62	5.39	40.66	36.77	-10.53	47.38	38.18	13.66	23.21
-7.74	-15.73	-10.45	-22.16	-20.13	-7.27	-3.83	-7.46	-18.6	-25.21	-11.13	-18.16	-15.31	-9.62	-22.63	-12.44	-23.66
185.85	70.33	121.96	95.86	130.31	178.93	128.17	189.53	104.85	155.23	111.02	140.43	120.48	143.19	135.15	84.06	99.17
502.17	391.59	349.96	258.66	511.46	518.4	415.81	349.79	430.25	394.81	525.86	448.29	328.75	491.98	486.53	455.38	305.73
75.19	134.75	92.22	79.62	87.46	82.68	175.94	146.03	153.98	98.12	80	58.74	336.39	84.2	116.25	169.56	92.61
144.88	122.66	170.87	92.77	122.59	183.48	170.63	173.8	149.14	158.65	156.39	128.63	87.72	135.81	163.09	129.17	169.55
463.08	261.09	423.55	422.19	355.87	347.92	295.15	385.02	453.36	344.7	351.25	386.29	236.19	386.21	282.31	325.78	418.57
73.5	130.72	94.14	121.42	178.46	144.19	89.22	49.85	141.08	165.47	124.45	145.93	98.64	159.8	267.5	137.88	129.2
85.37	61.48	101.82	71.9	84.03	72.97	62.65	88.68	107.27	55.57	72.46	80.72	50.21	91.56	65.3	54	95.42
2302.49	2297.77	1331.2	2698.03	1496.74	2098.99	1471.85	2772.6	2086.74	2393.38	2421.45	2058.25	3010.64	2016.63	1117.24	1758.41	3180.64
148.29	107.35	167.04	111.34	156.94	127.64	282.8	158.99	103.25	156.94	121.09	97.21	183.37	137.65	141.72	106.22	188.32
228.7	108.96	195.8	117.54	98.59	171.36	97.19	138.63	178.19	156.94	141.25	205.81	88.41	100.78	158.16	133.92	151.72
2422.88	2750.67	2302.23	2719.45	3485.65	2657.96	1960.22	1950.02	2488.19	2903.61	3227.59	2915.31	2202.22	2955.99	2726.26	2813.21	1638.08
-14.5	-5.27	51.93	-7.53	1.18	0.13	5.93	14.72	-8.2	-17.56	-8.62	-150.95	-11.89	-8.7	-23.46	-16.39	11.02
522.7	589.36	453.14	776.8	633.2	623.51	400.86	519.49	692.91	616.78	737.63	617.5	942.5	547.47	700.35	535.06	612.6
0.71	-5.27	32.74	-11.38	10.57	21.63	2.38	20.27	8.6	-9.91	7.24	3.81	11.32	6	-0.44	13.66	13.84
72.65	129.11	83.59	88.9	86.6	23.85	99.85	100.7	82.35	39.41	62.41	-7.96	85	35.42	9.42	22.36	71.97
830.45	621.14	689.9	592.34	639.63	1011.34	164.44	640.08	813.18	793.12	620.75	849.85	623.05	703.61	736.72	955.12	565.47
295.07	232.63	271.49	275.95	352.36	355.72	272.21	230.27	373.51	317.13	305.24	277.81	309.33	340.54	338.26	474.49	244.66
87.07	47	113.33	103.6	59.23	106.62	119.32	119.2	61.48	54.72	78.32	50.11	143.02	76.83	64.48	80.11	56.97
106.6	56.65	76.87	64.17	59.23	72.22	69.74	75.73	92.8	70.88	90.89	90.92	79.54	83.28	103.1	25.52	76.66
51.47	13.22	59.6	17.89	42.15	28.31	28.98	63.71	35.02	39.41	31.47	22.64	19.51	56.58	16.81	12.87	97.3
88.77	74.35	107.57	83.49	104.58	90.15	67.97	115.5	74.32	65.78	90.05	107.42	84.31	76.83	94.06	80.11	80.41
1578.78	1378.03	1068.13	1403.06	1276.06	1435.1	786.13	1139.62	1462.49	1503.18	1408.16	1449.07	1218.73	1330.36	1275.61	979.15	1015.37
68.41	93.67	114.29	78.08	94.31	84.92	66.19	116.43	90.38	92.16	93.41	104.27	115.02	114.6	154.87	109.39	116.06
144.03	125.88	136.35	81.17	181.04	158.52	105.16	200.64	119.33	92.16	113.54	107.42	64.53	201.38	96.52	121.26	20.4
141.48	144.43	184.29	60.31	125.16	210.06	38.73	147.88	113.7	203.92	178.28	254.03	86.36	264.35	154.87	118.88	225.88
218.4	155.73	130.59	132.27	142.33	216.15	72.4	210.82	105.66	199.64	145.46	207.39	85.68	177.35	143.36	99.1	80.41
42.15	13.22	113.33	17.12	21.66	152.48	3.27	42.45	216.21	19.85	81.67	12.44	36.56	30.82	59.55	104.64	51.34
190.98	209.11	165.12	251.59	241.54	238.28	83.02	134.93	234.05	159.5	179.12	202.65	119.8	201.38	210.77	252.77	179.87
-14.5	-39.86	51.93	-54.48	12.27	38.71	12.13	-9.31	1.39	-16.71	3.06	7.74	-32.38	8.76	-19.35	16.03	6.33
319.33	231.82	525.59	323.31	251.95	360.41	169.75	412.83	504.69	589.45	340.16	400.74	332.92	317.28	368.71	411.61	519.3
54.85	26.9	102.78	39.48	48.13	51.36	51.13	50.77	63.89	52.16	55.72	41.48	27.7	77.75	52.15	29.48	77.6
26.92	26.9	81.67	31	21.66	37.97	29.86	27.66	25.41	40.26	59.9	40.69	20.19	36.34	41.47	54.79	62.6
200.4	142.82	221.67	126.84	144.05	234.46	72.4	158.99	242.97	112.6	240.76	151.44	67.26	137.65	221.45	213.93	132.95
219.26	207.48	212.09	127.62	114.01	166.07	236.02	190.46	202.45	225.3	132.01	168.76	255.45	172.73	222.28	189.36	296.33
95.56	78.37	125.8	98.18	138.89	104.37	110.47	92.38	124.97	107.49	90.89	86.21	112.97	133.04	93.24	103.85	106.68
154.26	110.58	170.87	94.32	163.82	132.9	236.9	158.99	89.58	108.34	106.82	134.14	156.69	140.42	123.64	88.02	143.27
182.43	131.53	159.36	132.27	133.74	163.8	106.05	154.36	158.01	110.05	172.38	139.64	205.98	142.27	127.75	114.93	170.49
81.13	167.84	126.76	538.91	420.34	85.67	115.78	75.73	149.95	150.11	295.04	306.42	182	173.66	184.46	95.93	134.83
1598.77	1534.41	1373.91	1430.52	1364.04	1731.33	1434.78	1469.16	1544.49	1305.24	1370.69	1304.63	1218.73	1296.35	1158.54	1399.89	1054.92
121.05	63.89	162.24	123.74	75.48	136.66	24.54	103.48	59.88	59.82	130.33	151.44	24.97	70.39	96.52	71.4	43.84
418.94	337.15	360.48	465.7	391.13	379.99	308.38	322.91	460.8	501.75	353.81	296.87	321.11	392.75	398.36	380.6	393.17
-36.45	-9.29	25.06	17.12	1.18	3.83	-21.57	-11.16	32.62	-41.35	-26.98	-35.43	-44	-33.51	1.2	-17.18	-32.1
22.69	4.38	61.52	8.64	9.71	11.24	44.04	23.96	19	-9.06	16.43	4.6	7.91	3.24	2.84	16.82	23.21
130.41	109.77	222.63	231.21	181.91	196.37	91.88	123.83	186.27	169.74	163.12	227.13	175.15	148.73	242.01	160.85	118.88
-50.8	-32.62	12.58	-25.24	19.95	-51.6	-10.92	-55.51	-30.59	-58.35	-140.24	-50.35	-100.78	-78.5	-36.61	-78.07	-23.66
40.46	-2.86	59.6	7.1	9.71	38.71	47.59	66.49	28.61	20.7	25.62	24.21	9.27	39.1	15.99	14.45	29.77
807.03	756.43	671.9	752.16	741.49	812.89	391.18	642.86	812.33	777.86	705.88	910.06	560.64	690.31	547.56	782.04	389.4
138.92	119.44	107.57	110.57	117.44	94.64	146.75	88.68	105.66	102.38	69.95	122.35	98.64	101.7	66.94	54.79	91.67
133.81	55.85	300.21	7.87	175.01	125.38	229.84	254.35	127.38	183.41	69.95	61.09	84.31	86.96	144.19	189.36	28.84
17.62	1.16	73.04	6.33	20.81	27.57	18.34	33.21	22.21	4.54	32.3	15.58	-3.7	12.43	20.92	9.7	21.34
495.05	327.3	331.79	435.85	515.06	467.85	283.68	330.32	463.28	648.62	444.67	437.79	407.66	415.17	725.97	452.19	271.9
299.4	300.26	293.51	326.48	366.43	383.13	255.44	283.06	378.44	435.56	382.02	350.27	312.1	337.75	570.67	262.29	254.99
130.41	92.06	159.36	85.81	110.58	138.17	69.74	119.2	130.61	106.64	115.21	82.29	67.94	136.73	108.03	94.35	56.97
94.71	69.52	85.51	72.67	58.38	93.14	59.99	97	89.58	75.99	90.89	88.57	52.94	89.72	108.85	67.45	90.73
1207.31	1348.78	2055.37	1488.31	1301	1184.9	1891.08	1400.17	1356.9	1497.5	1401.76	1256.85	1270.63	1394.49	1457.72	1324.72	1485.51
298.53	192.1	263.83	205.41	199.16	348.7	180.36	308.08	273.85	293.05	226.39	231.09	252.01	215.26	210.77	168.77	278.48
682.03	467.39	480.8	452.78	543.03	759.43	340.99	533.41	586.3	734.89	513.73	683.18	561.36	605.97	566.54	497.59	546.63
369.84	277.39	288.72	290.13	292.84	323.79	252.8	302.52	318.68	317.13	281.45	345.47	303.79	288.48	267.5	209.17	285.99
1214.19	1084.65	1672.42	446.33	5583.92	279.72	562.44	415.61	438.5	580.65	1443.81	1195.87	169.68	1524.57	420.6	1016	1035.15
747.47	498.48	657.68	7.1	4261.79	111.12	274.86	182.13	137.05	240.72	815.61	633.24	14.73	901.51	197.61	527.88	487.28
-43.2	-42.28	36.57	-22.93	-37.18	-68.55	28.98	-19.47	-42.58	-50.7	-59.49	-55.85	-7.11	-50.04	-50.58	-44.07	4.46
463.08	252.95	230.3	407.75	440.78	317.59	767.84	345.15	341.57	435.56	459.31	412.81	548.39	417.97	256.81	248.01	395.05
853.94	647.05	492.24	902.31	1002.38	620.22	1449.96	636.37	825.1	944.28	1111.14	1023.2	1168.73	807.55	682.16	667.61	987.1
169.62	137.17	220.72	176.56	204.34	166.07	367.41	193.23	216.21	193.66	199.36	203.44	149.17	193.99	131.04	141.84	201.46
771.6	651.38	577.92	697.29	707.97	809.48	229.84	439.73	599.68	536.75	529.33	530.35	329.44	597.46	497.25	437.87	227.75
174.74	213.16	191	185.91	196.57	212.34	203.34	220.08	269.78	269.87	283.99	227.13	241.69	240.26	257.63	212.34	220.24
753.03	807.08	453.14	746.23	590.23	532.94	474.7	721.68	898.5	836.34	828.07	753.74	666.32	1051.93	648.29	774.83	921.1
621.8	600.5	491.29	727.62	523.17	655.71	723.36	768.01	489.76	663.68	543.21	570.5	1100.7	547.47	618.55	677.21	648.43
2101.4	2441.6	1678.58	2507.8	2404.11	1861.55	2137.63	2576.7	2728.47	2462.76	2290.12	2376.14	1338.33	2752.78	2317.25	1857.82	2622.43
35.38	16.44	113.33	79.62	-18.43	18.66	38.73	-4.69	9.4	34.3	22.27	-18.95	105.46	50.14	33.25	15.24	15.71
91.31	47	134.43	88.13	66.93	167.58	13.91	106.25	177.39	143.29	126.97	124.7	64.53	105.38	142.54	153.72	73.85
48.93	46.2	84.55	48.74	56.67	78.2	44.93	77.58	51.86	36.85	65.76	59.52	46.11	63.02	72.69	83.27	37.28
32	33.33	56.72	14.04	41.29	32.76	13.02	29.51	35.82	7.94	26.45	37.55	4.49	12.43	27.5	21.57	19.46
23.54	26.9	125.8	30.22	68.64	57.31	17.45	65.56	109.68	57.27	27.29	42.26	32.47	79.59	122.82	50.83	86.98
68.41	28.5	36.57	68.04	65.22	50.61	16.57	-28.71	77.53	41.11	58.23	61.09	90.45	21.63	29.14	15.24	49.47
93.86	106.55	165.12	190.59	144.05	132.9	157.37	112.73	174.16	125.39	107.66	76.79	134.82	95.25	125.29	134.72	149.84
44.69	56.65	75.91	63.4	38.73	34.99	53.79	97	32.62	89.61	54.88	1.46	119.8	52.9	87.48	25.52	40.09
-35.61	-20.55	26.98	-42.17	-35.48	-33.15	-19.79	-22.24	-37.78	-47.3	-31.15	-42.5	-36.48	-36.26	-20.99	-15.6	-22.73
1028.27	1199.25	951.63	1293.69	1035.42	1328.93	684.95	968.66	980.82	1210.81	1140.16	1005.68	1170.34	1052.9	1332.36	1556.1	732.39
54.85	32.52	104.7	57.23	27.63	75.21	60.88	34.13	116.11	45.36	112.7	90.14	27.7	76.83	79.27	70.61	58.84
38.77	51.02	49.05	-7.53	77.19	91.65	70.62	116.43	43.84	13.9	117.73	15.58	63.17	29.9	45.58	-29.84	117.94
308.92	196.96	213.05	273.59	193.12	293.6	156.48	250.64	251.09	250.14	345.27	248.49	274.07	245.82	244.48	224.23	128.26
107.45	88.84	132.51	119.87	102.87	121.63	84.8	106.25	119.33	69.18	105.15	95.64	89.77	110.91	78.44	58.74	122.63
350.64	315.82	400.62	362.22	412.36	449.52	175.94	191.38	361.22	300.79	429.19	474.19	171.73	368.49	452.73	391.73	307.6
1684.75	1424.02	1282.85	1102.01	1429.3	1212.82	654.36	937.28	1559.14	1816.29	1786.78	1153.95	834.04	1993.95	1057.73	697.2	1651.88
1873.1	1854.93	865.38	1860.62	1588.51	1923.25	811.38	1371.38	1587.53	1674.83	1590.96	1442.68	1772.44	1587.54	1494.45	1718.61	901.29
251.91	305.99	402.54	336.79	272.8	307.51	239.55	304.37	348.93	405.21	290.79	224.76	346.83	342.41	463.44	369.47	423.27
301.99	310.9	325.09	307.5	300.69	380.78	265.15	358.13	340.75	421.68	392.3	436.17	434.41	314.5	440.37	342.46	353.67
363.73	220.46	258.08	367	324.29	492.66	185.66	261.76	287.69	342.98	263.63	363.06	156.69	322.86	325.09	286.09	139.52
21.85	-19.75	111.41	-9.84	26.78	46.89	-4.71	53.54	59.07	35.15	42.33	60.31	-2.33	63.94	36.54	26.31	60.72
15.08	2.77	51.93	5.56	-0.52	-6.53	25.43	39.68	7	10.49	4.73	4.6	7.22	15.19	-10.31	22.36	9.15
1254.53	1069.65	1058.84	1403.06	864.98	1147.2	528.25	900.34	1603.86	715.26	1511.47	1314.57	1587.19	1116.78	994.87	1265.95	2032.59
471.06	380.01	415.91	442.3	347.97	428.88	91.88	208.05	400.62	419.94	406.01	434.56	432.29	373.15	465.09	348.81	322.64
179.01	55.85	161.28	74.99	140.61	192.58	26.32	84.06	141.88	150.97	152.18	194.77	45.43	116.44	172.95	157.68	81.35
134.66	92.06	97.98	65.72	94.31	132.15	156.48	112.73	91.99	93.87	109.34	96.42	102.05	92.49	118.71	82.48	122.63
180.72	228.57	238.92	258.66	232.88	260.5	212.17	212.68	219.45	192.8	244.15	253.24	259.59	156.11	278.2	141.84	185.5
288.15	314.18	319.35	309.87	271.93	318.36	263.39	222.86	297.47	287.04	306.94	279.4	300.33	326.58	369.54	364.7	255.93
430.39	244	226.46	331.24	387.59	389.42	102.5	177.5	229.99	325.74	150.5	300.05	107.51	222.66	170.49	313.87	79.48
99.8	105.74	214.01	120.64	150.06	136.66	110.47	145.11	124.97	105.79	116.89	142	60.44	129.35	91.59	110.18	127.32
191.84	159.77	134.43	170.34	244.14	234.46	255.44	198.79	188.7	189.39	197.67	246.12	221.07	185.67	217.34	194.12	165.79
90.46	85.62	116.21	64.17	54.96	65.51	140.56	151.59	116.11	129.65	87.54	65.02	134.82	51.98	80.09	77.73	68.22
185	238.32	148.82	259.44	237.21	297.46	152.06	222.86	137.86	232.15	176.6	148.29	132.09	171.81	220.63	266.25	53.22
202.11	133.95	167.99	192.15	164.68	194.1	71.51	119.2	160.43	197.08	148.82	217.65	115.02	143.19	188.57	213.93	165.79
444.51	376.7	397.76	437.46	401.74	488.65	212.17	505.58	464.1	499.13	454.14	426.5	357.98	453.53	447.79	361.52	343.32
29.46	34.13	73.04	24.06	31.9	37.97	19.23	34.13	37.43	9.64	55.72	52.46	19.51	31.74	21.74	37.39	22.27
144.03	72.74	96.06	40.25	54.11	197.89	89.22	137.71	131.41	133.91	80	89.35	74.76	116.44	103.92	108.59	105.74
15.08	-10.1	68.24	-8.3	-15.02	11.98	-2.05	30.43	20.61	-2.26	23.95	-0.11	1.08	5.08	-2.91	3.38	43.84
2761.06	2520.46	3909.1	2519.22	2335.32	2567.06	1164.95	1474.52	3097.76	2942.62	3501.61	3116.26	2279.12	3493.53	2783.76	2485.45	2545.89
740.07	690.52	641.56	902.31	684.79	604.61	598.36	894.79	1060.9	808.4	1027.94	566.39	798.39	939.03	652.42	1068.83	1223.16
1185.74	878.1	1078.34	939.73	934.79	1282.52	1332.32	1276.4	1124.8	1237.87	1046.9	1157.51	1429.45	1079.98	1742.72	1365.12	1136.77
46.39	-22.16	48.09	-5.22	10.57	25.34	9.47	41.53	20.61	7.09	-1.11	-1.68	-9.16	29.9	15.17	-2.16	-0.23
4.09	-25.38	46.17	-20.62	-3.93	20.88	25.43	37.83	19.8	-7.36	6.4	-3.25	-0.97	18.87	-11.95	4.96	19.46
298.53	244	343.27	277.53	361.15	292.05	220.12	238.6	352.21	227.87	182.49	332.7	109.56	279.2	212.41	188.57	193.95
-17.03	-17.34	50.01	-9.84	-4.79	-1.35	-0.28	9.17	2.2	-26.06	11.41	-13.45	-14.62	4.16	0.38	3.38	17.59
11.7	6.79	93.18	0.17	7.15	34.99	28.98	32.28	56.67	9.64	30.63	6.17	11.32	28.06	26.67	20.78	36.34
647.28	486.69	539.87	626.29	536.7	673.14	187.43	494.45	594.66	432.96	544.08	500.19	551.27	443.23	525.29	492.01	434.57
447.16	490.9	507.49	323.31	385.83	544.27	255.44	302.52	385.83	374.06	372.61	429.72	331.53	401.15	474.16	634.04	212.73
23.54	10.01	68.24	-4.45	39.59	43.91	12.13	39.68	31.82	1.99	21.44	31.28	-5.06	24.39	25.03	55.58	24.15
356.75	446.47	390.11	448.75	570.22	344.02	113.13	32.28	421.19	514.86	259.39	420.05	261.65	308.92	431.31	782.84	159.22
106.6	79.18	127.72	90.45	101.16	99.13	75.94	103.48	100.83	90.46	111.02	113.7	35.88	102.62	83.38	71.4	93.55
-9.43	-35.84	48.09	0.94	-3.08	0.87	26.32	12.87	-4.21	-15.01	-3.61	-13.45	-11.89	-3.19	2.84	12.08	2.58
286.42	296.99	227.42	240.61	217.3	248.23	132.6	218.23	212.16	207.34	177.44	212.91	102.73	198.61	166.38	190.15	210.85
-8.58	-24.58	36.57	-22.93	-2.23	7.54	7.7	19.34	0.59	-26.06	-0.28	-11.88	-15.31	17.95	-8.66	-6.11	6.33
51.47	-19.75	91.27	-17.54	0.33	72.22	26.32	30.43	30.22	21.55	39.83	46.18	-0.97	40.94	46.4	17.61	33.53
178.16	172.69	155.53	161	191.39	194.1	133.48	136.78	215.4	136.47	174.91	201.86	140.28	159.8	222.28	141.05	153.59
115.95	130.72	107.57	109.02	102.87	125.38	64.42	92.38	100.03	64.08	105.99	112.13	193.64	70.39	83.38	91.98	54.16
183.29	144.43	208.26	129.94	165.54	153.99	90.99	128.45	121.75	186.82	176.6	134.92	265.1	157.03	226.39	165.6	168.61
155.96	407.34	443.6	194.49	143.19	206.25	8.59	318.28	242.97	135.62	195.99	166.4	99.32	171.81	325.91	122.84	190.2
43.85	154.92	99.9	115.22	168.99	69.99	63.54	69.26	17.4	53.01	44.84	104.27	109.56	20.71	114.6	122.05	12.9
4.09	6.79	55.77	10.96	13.13	9.76	21.89	41.53	31.82	-3.11	19.77	-0.11	17.46	9.68	15.99	2.59	31.65
-4.36	27.7	121.96	32.54	-2.23	26.08	18.34	68.34	68.7	39.41	29.79	20.29	44.07	43.7	22.57	31.06	38.21
1142.71	975.83	987.13	1216.77	1095.03	1585.28	450.1	812.46	1123.94	1392.67	1122.02	1242.47	1071.29	1087.73	1388.98	1396.73	431.74
0.71	26.09	34.65	227.3	-16.72	-27.24	1078.12	58.17	23.01	12.2	-15.3	-34.65	953.38	-4.11	-30.03	-7.7	57.91
32	61.48	70.16	55.68	82.32	84.92	26.32	43.37	66.3	48.76	65.76	97.21	18.14	52.9	45.58	46.09	41.03
387.34	510.28	645.36	529.1	691.27	372.15	452.74	396.14	561.25	365.42	527.59	507.51	254.77	423.58	573.97	590.11	608.83
-17.87	-10.9	37.53	-26.01	-21.84	-11.71	-8.26	6.4	3.8	-12.46	-8.62	-29.94	-17.36	0.49	-13.59	4.96	9.15
9.16	26.9	74.96	11.73	2.89	17.92	2.38	34.13	26.21	0.29	25.62	-5.6	8.59	12.43	4.49	16.03	18.52
307.19	249.7	191	279.89	312.92	296.69	294.27	304.37	281.99	326.61	293.34	326.32	319.73	303.34	291.36	189.36	307.6
-62.61	-35.04	49.05	-66.78	-62.74	-23.55	-10.04	60.94	-65.74	-11.61	-9.46	-46.42	-60.41	-54.63	2.84	4.96	-24.6
66.72	67.91	103.74	81.94	68.64	79.69	15.68	65.56	90.38	64.08	81.67	47.75	40.66	67.62	70.23	65.07	34.46
416.31	315	284.89	235.13	375.24	297.46	423.73	293.26	378.44	344.7	251.77	319.15	482.57	273.63	211.59	229.78	382.82
70.11	70.33	97.02	61.09	78.05	101.38	57.34	77.58	93.6	80.24	89.22	73.65	38.61	86.04	78.44	81.69	65.41
201.26	171.07	144.02	197.61	139.75	136.66	238.67	250.64	161.24	207.34	169.02	166.4	274.76	194.91	157.34	157.68	222.12
377.71	377.53	329.88	425.4	408.82	439.98	331.29	301.6	344.02	355.06	366.63	403.16	287.19	358.24	451.91	464.93	343.32
-17.87	-26.99	42.33	-29.86	-9.9	-5.05	15.68	35.06	65.49	-25.21	-0.28	-44.07	13.37	-0.43	8.6	-4.53	1.65
198.69	218.02	191	190.59	252.82	268.18	177.7	249.72	176.58	215.89	206.96	254.03	291.33	218.03	194.32	218.68	184.57
109.15	79.18	109.49	119.87	96.88	89.4	89.22	74.81	63.89	80.24	96.76	96.42	82.27	103.54	77.62	84.85	83.23
152.55	86.42	264.78	158.67	128.59	242.1	69.74	120.13	222.7	176.57	187.55	279.4	119.8	181.05	230.5	234.53	129.2
251.05	447.31	242.75	537.28	282.38	233.69	148.52	271.95	412.96	380.11	472.25	330.31	283.73	315.42	281.49	298.79	449.62
860.53	909.87	1012.31	865.09	780.82	787.37	743.43	801.35	895.93	713.47	805.84	931.69	843.95	758.84	893.91	811.68	789.95
132.96	196.96	151.69	147.79	144.91	142.68	171.52	246.01	222.7	117.72	106.82	58.74	143.7	96.17	89.95	122.05	98.24
115.1	44.59	102.78	47.96	52.4	58.8	87.45	147.88	81.55	70.88	70.79	57.96	53.62	88.8	51.33	52.42	149.84
112.55	143.62	125.8	137.7	114.87	139.67	108.7	197.86	192.74	125.39	176.6	130.21	99.32	177.35	154.05	70.61	145.15
84.52	66.3	91.27	66.49	86.6	91.65	124.63	96.08	60.68	71.73	99.28	65.8	142.33	94.33	98.17	96.72	109.49
66.72	56.65	69.2	69.58	40.44	60.29	59.99	94.23	101.64	64.93	65.76	30.49	60.44	58.42	57.9	76.15	76.66
144.03	149.27	141.14	143.91	171.57	176.66	93.65	134.93	152.36	143.29	183.34	202.65	141.65	191.21	155.69	127.59	107.62
156.82	257.83	174.71	229.65	222.49	107.37	330.41	158.06	145.11	226.16	167.33	202.65	320.42	152.42	245.3	183.82	323.58
277.78	125.88	146.9	130.72	133.74	157.01	137.91	349.79	157.2	268.15	132.85	169.55	151.9	193.06	125.29	163.22	233.39
36.23	-10.1	144.98	-107.54	-73.82	20.88	43.16	-24.09	29.42	88.76	-56.16	143.57	-64.51	48.3	114.6	42.13	68.22
2616.9	2491.92	2807.53	2748.48	2450.36	2627.55	1576.57	2327.74	2583.04	3043.7	3026.59	2655.53	2293.29	2553.79	3067.53	2928.17	2591.88
379.46	382.49	302.12	477.85	441.67	455.89	281.92	309.93	321.13	392.22	434.35	366.26	431.59	444.17	357.19	316.25	405.4
227.84	113.8	188.13	162.56	132.03	239.81	95.42	231.19	274.67	185.97	231.46	201.86	289.26	292.2	167.2	142.63	259.69
143.18	55.04	139.23	112.12	101.16	157.76	128.17	166.39	155.59	102.38	173.23	106.63	117.75	145.03	129.39	159.26	91.67
43.85	126.69	108.53	70.35	89.17	79.69	142.33	65.56	72.72	63.22	43.17	50.11	54.98	71.31	76.8	61.91	56.97
