COID1429	COID2260	COID3580	COID4385	COID4518	COID9794	COID10	COID11	COID12	COID13	COID14	COID16	COID18	COID3	COID4	COID5	COID6	COID7	COID8	COID9
5.57	59.86	12.78	21.51	33.74	45.6	17.22	12.44	5.09	36.21	25.6	5.28	4.1	8.34	-4.96	45.75	-9.67	10.44	70.06	1.86
98.68	210.02	92.69	115.51	193.71	195.29	145.04	136.16	161.06	253.85	179.13	156.68	192.26	147.38	113.78	184.56	103.85	186.51	122.6	155.31
253.54	386.71	326.13	309.61	201.53	454.13	287.83	170.17	241.99	395.25	134.18	271.11	380.28	259.92	382.66	445.05	236.46	153.52	285.91	222.11
-43.74	-41.08	-58.2	2.87	-22.04	-25.57	-39.96	11.08	-82.93	-48.28	-22.76	3.94	-38.52	-54.5	-62.22	35.95	-12.54	-25.07	-17.09	-48.7
201.16	224.27	102.18	368.55	218.47	221.45	126.93	293.39	204.55	383.12	272.36	267.72	314.54	260.69	268.5	374.04	163.61	259.47	188.58	120.51
35.88	66.95	65.58	13.74	65.56	68.26	15.4	29.43	20.28	10.45	34.93	27.43	29.32	26.75	13.3	57.99	38.44	17.37	22.91	17.03
42.23	114.87	8.72	41.71	75.96	64.26	17.22	9.73	35.48	55.53	65.48	54.97	-8.17	19.84	17.45	54.73	43.47	56.36	43.37	42.34
24.6	69.61	15.49	27.73	60.36	74.93	18.13	31.47	-0.22	23.33	31.54	29.44	9.92	29.05	13.3	57.17	3.97	24.3	45.15	8.36
86.68	175.31	75.75	72.79	174.83	156.44	91.59	74.96	80.33	122.38	98.56	103.41	118.76	96.62	82.21	113.51	87.31	115.33	138.64	100.95
1.34	57.2	-17.65	-4.13	17.52	-4.31	-14.54	-17.45	-1.74	-22.54	23.91	-8.13	-26.26	-16.19	-9.94	23.71	-39.09	14.77	25.58	-14.04
-9.23	56.31	20.9	-12.67	32.44	35.61	2.7	6.33	-0.98	-22.54	10.33	14.01	-16.57	-5.46	-34.84	31.06	-17.57	6.11	30.91	-21.98
96.56	177.09	80.49	79.78	118.21	164.47	82.52	73.6	103.16	119.16	112.98	183.7	123.3	111.23	85.54	111.87	78.68	99.72	95.88	119.06
135.41	223.38	143.57	120.17	148.79	178.54	138.7	140.92	139.71	152.2	124.85	202.64	209.87	177.4	155.34	173.12	117.52	128.35	132.4	168.37
154.49	202.01	174.14	162.89	177.43	159.79	110.62	134.8	219.83	132.86	178.28	141.15	155.8	194.35	188.6	182.11	173.7	122.27	159.15	141.53
42.93	44.79	14.81	25.4	37.64	58.26	5.42	9.05	20.28	32.18	33.24	-5.45	24.15	10.64	-1.64	35.95	42.03	13.04	12.24	-4.64
165.09	221.6	159.87	190.85	233.46	244.96	129.65	146.36	180.12	141.72	207.95	133.06	170.77	197.44	195.26	196.81	162.17	156.12	154.69	170.54
84.56	65.18	113.04	129.49	132.52	59.6	29.01	149.76	21.8	92.57	195.24	39.51	43.56	130.45	122.92	106.16	72.21	38.16	7.8	4.03
-93.72	-210.56	-70.36	-33.65	-177.39	-125.05	-51.76	-18.8	-150.39	-78.84	-57.54	-170.64	-129.43	-165.46	-161.74	-36.67	-91.45	-92.58	-136.06	-39.31
41.52	65.18	26.31	54.14	59.72	80.27	35.36	50.49	27.88	25.74	32.39	77.15	-1.71	35.19	26.58	41.67	37.72	15.63	35.36	4.03
-7.82	104.22	-15.62	0.53	70.76	36.94	2.7	-4.54	-1.74	-8.86	22.21	-8.13	-10.76	-9.29	26.58	13.92	54.96	26.9	24.69	-24.87
49.28	71.38	62.88	33.94	66.21	66.93	29.01	54.57	8.89	9.65	34.93	36.16	26.09	15.24	27.41	47.38	20.48	24.3	43.37	4.75
-83.87	-367.26	-142.6	-167.29	-62.87	-210.36	-47.22	14.48	-68.52	-157.62	16.27	-105.85	-233.66	4.51	-168.38	108.61	-29.77	-73.55	-128.07	-51.59
210.36	451.12	305.63	432.87	266.71	530.1	286.02	237.55	365.4	414.67	381.57	220.25	417.87	386.77	233.53	489.91	352.22	302.92	295.74	397.87
100.09	266.16	285.83	136.48	81.8	211.39	106.09	58.65	97.83	178	42.57	136.43	164.91	45.93	34.05	66.97	108.89	156.12	204.64	164.01
28.83	47.44	95.4	12.97	65.56	91.61	38.09	65.45	-7.06	33.79	41.72	79.85	5.4	69.73	73.08	69.42	9.71	-0.82	80.74	16.31
45.05	38.58	85.24	-4.9	118.86	9.66	-21.81	13.12	8.89	-0.81	47.66	17.36	-21.09	8.34	19.11	9.02	-7.52	57.23	7.8	-13.31
57.04	85.58	26.31	16.07	70.11	51.6	16.31	27.39	11.17	27.35	36.63	28.1	18.97	49.77	17.45	89.01	14.74	36.43	84.3	9.81
86.68	43.9	12.78	29.28	47.38	87.61	73.46	125.96	133.62	71.63	82.44	139.13	66.22	68.97	68.92	135.56	103.85	28.63	69.17	45.23
95.86	161.97	112.36	110.85	215.86	111.64	49.88	111.68	52.96	60.36	199.47	208.73	85.02	72.81	63.94	111.06	49.93	161.33	81.63	72
229.47	355.43	240.15	234.33	232.81	350	235.49	185.82	164.11	266.77	225.75	356.19	307.98	263.78	218.55	285.02	162.17	275.11	294.85	289.07
78.91	62.52	53.39	35.5	107.16	118.99	36.27	57.97	30.92	37.82	69.72	104.75	51.97	72.81	48.99	82.48	34.85	76.3	58.49	68.38
119.16	139.75	124.57	34.72	137.08	193.28	68.92	185.14	103.16	98.21	99.41	92.63	98.64	62.82	75.57	138	81.56	156.12	130.62	84.3
154.49	82.03	130	110.07	133.82	125	58.04	225.98	199.97	44.26	90.92	141.15	50.68	91.24	48.99	84.11	217.69	130.08	270.72	48.12
-130.3	-79.09	-75.77	-42.97	-69.99	-129.68	-88.99	-142.37	-109.46	-107.78	-82.15	-204	-121.05	-179.99	-182.47	-64.4	-131.59	-143.61	-160	-106.43
99.39	126.42	60.84	59.58	118.86	129.02	105.18	50.49	156.48	83.71	62.08	97.34	77.89	63.59	63.94	139.64	63.59	59.83	113.69	38.72
23.19	-11.89	-54.83	16.85	49.97	-42.18	4.52	9.05	46.88	-5.64	57.84	21.39	-23.68	12.94	-4.96	30.24	28.38	35.56	48.7	-40.76
74.68	60.74	28.34	45.6	55.17	71.6	17.22	50.49	37	16.89	53.6	30.11	26.73	41.33	40.69	30.24	90.91	26.03	31.8	17.03
87.38	75.82	155.12	186.19	89.6	187.92	92.5	219.17	183.18	194.94	51.9	82.54	53.27	45.17	22.43	126.57	124.72	50.3	285.02	51.74
338.6	352.75	441.24	410.4	272.57	339.88	299.54	356.08	403.86	378.27	351.96	305.1	441.65	448.81	460.25	507.03	444.45	327.26	359.24	467.48
159.44	251.9	214.27	164.44	191.11	218.1	171.29	206.24	122.19	191.71	224.06	149.93	243.17	200.52	119.6	190.27	134.8	238.62	151.12	167.64
419.52	275.08	511.37	352.27	331.93	507.02	470.03	261.38	414.64	413.05	278.29	426.56	472.75	354.24	365.98	283.39	325.41	403.75	532.97	449.14
56.34	106.88	59.49	81.33	87.65	110.31	62.58	85.84	81.85	89.35	77.35	97.34	70.76	98.93	42.35	70.24	70.06	64.17	48.7	65.48
132.58	218.04	85.24	169.1	198.92	173.85	158.62	142.28	152.67	203.81	115.52	149.25	142.8	152	154.51	177.21	134.08	153.52	152.01	111.82
232.3	352.75	276.96	256.06	270.62	267.81	242.71	243.68	208.37	309.57	249.48	234.47	293.56	268.41	294.31	369.96	227.07	244.7	260.89	322.61
14.03	223.38	94.73	37.83	70.11	142.39	58.04	54.57	3944.96	74.05	84.14	59	47.44	49	36.54	93.91	16.89	52.03	2884.85	70.55
114.21	169.09	104.9	242.87	120.16	208.03	48.06	112.36	146.57	111.91	267.28	184.38	123.95	75.11	123.75	145.35	119.68	101.45	141.32	142.98
361.3	563.95	417.21	514.14	270.62	448.71	322.06	256.62	280.25	612.98	329.1	361.64	231.41	342.63	306.81	617.79	368.9	268.16	212.67	191.6
76.8	205.57	45.27	44.82	119.51	125.67	62.58	73.6	88.7	109.49	65.48	92.63	47.44	72.81	49.82	96.36	25.51	58.1	133.29	54.63
254.96	284.89	265.37	193.18	223.03	272.52	228.26	324.05	73.49	356.44	302.01	243.29	208.56	239.08	215.22	286.66	343.52	226.46	268.04	326.26
535.38	616.82	621.77	614.57	440.24	732.28	613.94	489.03	847.77	784.61	387.49	873.26	685.86	599.65	496.98	462.18	549.41	601.79	561.65	635.25
159.44	435.9	192.5	303.4	192.41	215.41	325.66	208.96	233.58	328.16	196.08	459.44	381.6	212.85	241.85	289.93	175.14	241.23	162.71	278.14
129.05	126.42	153.76	104.64	113.66	280.59	162.24	247.08	99.35	144.14	66.32	187.08	453.55	226.73	151.18	274.41	120.4	73.7	78.07	468.21
280.46	627.57	240.15	394.9	168.32	296.08	261.67	311.1	409.25	540.11	188.45	565.96	292.25	343.4	310.98	346.28	228.52	236.88	194.82	375.2
252.13	308.1	244.92	255.28	258.23	283.29	174.01	260.02	410.79	297.45	294.38	309.18	251.01	357.34	306.81	386.29	198.21	242.96	373.55	295.63
59.16	109.54	107.61	122.5	79.85	94.95	65.3	90.6	70.44	42.65	73.96	210.77	28.67	40.56	64.77	132.29	67.18	51.16	127.95	38
386.86	538.87	402.12	485.52	181.34	454.13	396.64	288.63	576.96	591.12	335.03	774.02	517.17	413.9	478.61	519.26	308.03	403.75	246.6	386.9
124.1	213.59	164.63	234.33	139.68	256.38	203.86	155.21	83.37	204.62	191.84	377.34	206.61	188.96	167.81	249.9	142.72	196.06	90.54	208.3
119.16	145.08	115.75	103.08	116.91	189.26	118.78	88.56	67.4	115.93	90.92	86.57	166.21	78.95	72.25	115.14	90.19	76.3	177.87	129.93
125.52	149.52	190.46	12.97	82.45	420.96	41.71	57.29	144.29	119.96	90.92	136.43	13.15	70.5	43.18	63.71	75.81	122.27	357.45	-70.35
281.88	176.2	311.1	148.13	456.55	228.84	92.5	258.66	151.14	109.49	350.26	405.36	323.07	367.4	236.86	214.78	239.35	499.35	144.88	98.06
28.83	111.32	28.34	25.4	98.7	77.6	29.01	24.67	39.28	32.99	55.3	32.13	16.39	47.47	34.05	71.87	13.3	30.36	108.35	23.54
93.03	149.52	58.81	47.15	139.68	86.27	42.62	43.02	40.04	61.16	84.99	54.97	46.15	54.38	48.99	84.93	136.24	45.1	61.16	-127.35
61.98	129.97	-27.79	13.74	291.49	5.67	-23.62	-13.37	19.52	4.82	69.72	-36.94	-54.66	-38.42	47.33	24.53	234.29	79.77	154.69	-59.53
207.53	170.87	238.1	131.82	209.35	204.01	146.85	192.63	104.68	233.67	191.84	129.69	182.49	205.14	194.42	222.13	182.35	227.33	247.49	129.21
16.14	58.97	3.99	13.74	51.27	49.6	-0.93	13.8	-4.02	8.84	20.51	36.16	-1.71	4.51	9.15	57.99	-6.08	16.5	46.04	-6.09
2122.8	2768.7	3037.38	4109.38	694.27	989.58	2724.31	3281.09	4402.55	4708.95	1488.05	3300.56	3301.08	4051.27	4107.65	3858.52	3323.16	1107.81	596.61	4100.62
831.36	94.45	103.54	77.45	396.53	84.94	37.18	507.44	49.92	96.6	48.51	472.47	87.61	72.81	750.86	273.59	172.98	580.97	67.39	51.02
34.47	105.99	43.91	85.22	60.36	110.97	82.52	27.39	11.17	35.4	47.66	30.11	17.03	17.54	10.81	80.03	6.12	17.37	37.14	-1.03
76.09	34.15	-9.54	27.73	67.51	67.59	4.52	118.48	0.54	-12.08	60.39	13.33	-10.11	3.74	-9.11	46.56	170.09	21.7	-4.65	20.65
147.42	259.03	153.76	303.4	184.59	299.44	204.76	257.98	204.55	330.58	218.12	166.81	116.16	121.22	136.22	331.58	287.05	209.08	289.48	207.58
-32.48	-36.66	-7.51	-25.1	-40.19	-85.3	-46.32	-26.95	-63.21	-81.25	-38.88	-89.81	-94.64	-72.88	-48.11	-24.43	-67.07	-52.78	-17.09	-90.56
64.8	140.64	44.59	49.48	91.55	83.6	65.3	103.52	66.64	83.71	62.08	52.95	57.8	85.86	53.15	88.2	344.97	43.36	84.3	43.06
891.78	251.01	1242.98	152.79	131.22	368.9	115.15	792.51	352.34	137.69	124	406.04	827.54	881.96	276.82	205.79	513.65	143.97	374.45	499.04
206.82	212.7	192.5	433.64	225.64	213.4	266.18	283.18	423.11	297.45	323.18	372.56	109.02	289.27	486.13	446.68	239.35	249.91	154.69	362.04
218.85	116.65	236.06	85.22	227.59	156.44	96.12	222.58	97.83	337.85	179.13	149.93	338.84	266.87	228.54	147.8	201.82	203.87	80.74	273.04
121.28	237.64	134.75	96.09	109.76	180.55	122.4	75.64	148.86	141.72	70.57	233.12	60.39	102	186.94	126.57	98.1	74.57	172.52	116.16
37.29	112.21	30.38	58.03	124.06	92.94	41.71	11.08	91.74	79.68	43.42	65.05	4.75	27.52	-10.77	48.2	14.74	67.63	87.87	5.47
94.44	87.35	45.27	23.07	75.96	70.93	38.09	13.12	58.28	29.77	53.6	70.43	38.38	42.1	25.75	47.38	-7.52	40.76	83.41	1.14
160.14	186.88	159.2	340.63	185.25	458.87	258.96	185.14	148.86	382.32	276.6	456.02	167.51	50.54	78.06	319.33	108.89	408.1	276.08	134.28
305.27	1128.4	143.57	342.18	77.26	710.46	348.15	521.09	916.94	1511.24	44.27	388.27	929.35	853.87	734.99	287.47	186.67	20.83	386.08	1009.68
187.01	231.4	142.22	169.88	226.94	217.43	160.43	197.39	195.39	172.36	133.33	225.67	125.25	163.54	111.29	188.64	315.27	177.82	258.21	178.53
-47.97	-73.79	-52.8	-10.34	-10.37	-70.71	-27.25	-21.52	2.06	-40.23	-23.6	-99.17	-79.81	-61.4	-57.24	-42.38	-46.27	-57.1	-29.53	-61.69
1237.17	593.52	1205.94	762.39	800.61	886.52	1025.62	705.93	1062.09	822.62	668.21	1093.58	998.25	1082.29	1213.59	714.48	849.6	878.41	871.59	1079.62
107.15	128.2	88.62	64.24	137.73	132.36	88.87	104.88	68.92	94.99	115.52	91.96	117.46	112	98.83	148.62	83.72	122.27	105.68	95.88
19.67	35.92	16.16	12.19	41.53	68.26	14.5	23.31	-15.41	12.87	23.06	38.84	20.91	22.15	-3.3	46.56	-0.34	13.04	9.57	12.7
379.76	449.33	260.59	474.68	284.96	406.75	341.85	341.77	276.42	298.26	199.47	465.61	482.02	470.55	483.62	535.56	361.65	316.83	307.36	240.29
356.34	536.18	351.44	204.05	376.95	304.16	160.43	307.02	193.1	167.52	310.47	521.23	389.51	387.55	386.83	476.86	328.31	565.34	356.55	417.63
201.87	204.68	211.55	191.62	128.62	225.48	293.23	120.52	340.06	136.08	124	104.75	159.7	213.62	233.53	198.44	134.08	121.41	190.36	403.72
139.65	130.86	172.11	124.83	39.59	166.48	68.02	109.64	23.32	132.86	35.78	29.44	70.11	52.07	55.64	171.49	118.24	36.43	119.04	47.4
182.06	403.7	121.18	211.03	403.05	311.57	317.56	180.38	80.33	398.49	320.64	450.53	259.51	151.23	203.58	369.96	255.24	344.64	157.36	95.16
23.19	93.57	-2.1	133.38	69.46	250.33	85.24	111.68	113.05	39.43	63.78	97.34	108.37	-14.66	9.98	4.13	1.1	110.13	19.35	106.02
105.74	134.42	100.83	92.98	140.98	126.34	81.62	79.04	94.03	112.71	102.8	114.18	123.3	87.4	89.69	123.31	105.29	112.73	100.33	106.75
182.77	70.5	159.87	47.93	109.11	87.61	-80.82	104.2	525.04	-41.84	56.14	138.46	2.81	28.28	24.09	113.51	311.65	19.1	662.04	85.75
882.54	692.08	902.93	589.1	548.5	591.27	475.39	607.72	1085.82	500.44	517.57	1336.17	846.4	1077.62	945.12	549.41	714.2	561.87	413.83	740.21
15.44	66.95	-3.45	32.39	57.12	54.26	31.74	26.03	3.57	36.21	38.33	26.09	-3.65	18.31	-6.62	44.93	4.69	23.43	6.02	-4.64
447.94	326.84	681.28	188.52	239.98	394.58	286.02	515.63	649.23	261.11	148.6	335.05	253.63	103.54	74.74	141.27	563.29	111	891.26	138.63
70.45	162.86	25.64	52.59	81.8	63.59	108.81	72.24	86.42	94.99	64.63	102.73	76.59	38.26	98.83	97.18	42.03	61.57	54.04	137.18
939.38	568.43	988.69	682.41	674.78	830.54	585.64	873.55	678.82	1009.93	782.98	1386.52	1257.28	1257.74	1126.88	838.37	1139.19	856.02	590.33	1011.17
78.91	124.64	52.72	109.3	95.45	146.4	106.09	67.49	99.35	117.55	100.25	67.07	93.45	102.77	86.37	164.96	55.68	73.7	77.18	82.85
59.86	86.47	51.36	13.74	77.91	87.61	60.76	19.24	68.92	31.38	49.36	20.04	27.38	17.54	-2.47	51.46	15.46	60.7	60.27	32.94
15.44	49.22	3.31	9.08	66.86	52.26	8.15	36.9	205.31	7.23	51.05	25.41	-0.42	19.84	2.51	54.73	-6.8	15.63	79.85	5.47
2578.53	1119.54	2143.18	2142.94	1339.3	1271.2	1084.48	1825.73	3108.55	1885.12	697.58	106.77	2002.78	2333.74	2260.56	2216.42	1599.63	1122.27	971.65	1534.6
57.04	81.14	38.5	24.62	102.6	86.27	44.44	52.53	66.64	86.93	56.99	81.19	38.38	55.91	19.94	71.05	51.37	62.43	124.38	51.02
234.42	513.79	398.01	650.05	146.84	486.66	392.16	223.94	211.42	427.61	150.3	357.55	387.53	465.12	319.31	664.95	291.39	153.52	238.56	318.96
46.46	83.8	47.3	25.4	73.36	77.6	31.74	36.9	22.56	33.79	59.54	65.72	33.85	29.05	29.9	47.38	51.37	50.3	34.47	14.14
177.11	278.65	332.97	249.08	273.23	189.26	141.42	185.14	235.88	233.67	224.06	230.41	234.67	225.19	212.73	280.94	194.6	252.52	193.04	264.3
298.18	346.49	412.41	206.38	224.33	358.78	191.2	604.31	594.03	266.77	278.29	298.3	361.19	307.82	243.52	252.35	716.41	218.64	477.42	341.59
276.92	296.49	365.81	202.49	290.83	204.68	142.33	287.94	491.01	230.44	246.09	276.55	300.77	455.02	411.02	237.65	242.96	256	231.42	416.9
100.8	220.71	143.57	141.14	290.18	209.38	692.29	874.91	397.7	1333.45	351.96	123.62	119.41	35.19	21.6	123.31	279.09	333.34	897.52	32.21
57.04	-20.74	79.81	-3.35	83.1	-13.61	-11.82	30.11	-4.78	-57.93	68.87	-48.99	11.86	52.84	22.43	12.29	103.85	45.1	47.81	-1.03
61.27	126.42	42.56	41.71	324.75	86.94	61.67	235.51	68.16	50.7	77.35	65.05	59.1	125.84	75.57	73.5	92.35	118.8	96.77	94.43
66.21	103.33	73.71	36.27	104.55	74.93	40.81	79.04	89.46	37.82	87.53	42.87	56.51	82.79	58.13	89.83	70.06	87.58	70.06	66.21
286.13	475.28	326.82	321.24	339.76	392.55	268.89	251.85	341.59	324.92	394.25	386.22	327.01	346.5	428.54	388.73	362.37	315.96	427.26	294.17
-7.12	51.88	-31.85	-3.35	47.38	82.93	11.77	-17.45	52.96	-3.23	28.15	52.95	-41.75	-20.79	-28.2	26.16	-35.51	1.77	10.46	-39.31
2.75	68.72	-0.07	1.31	65.56	54.93	-4.56	5.65	21.04	-2.42	38.33	14.01	-4.3	7.57	-17.41	25.34	-6.08	40.76	20.24	-11.15
130.46	232.29	155.8	127.16	184.59	173.85	155.91	142.28	165.63	198.17	112.13	198.58	192.26	193.58	113.78	170.67	120.4	168.27	123.49	159.66
174.99	172.64	157.84	165.22	150.09	244.96	183.96	108.96	301.7	233.67	276.6	289.46	200.74	238.31	150.35	261.34	160.01	179.56	159.15	226.47
93.03	217.15	61.52	107.74	48.03	179.88	151.38	97.4	68.16	150.59	96.86	93.98	96.69	59.75	53.98	120.04	87.31	68.5	88.76	46.68
179.94	202.9	245.6	210.26	195.67	267.14	187.58	130.04	590.15	184.45	387.49	133.73	166.21	141.99	240.19	208.24	167.21	95.38	253.74	249.75
112.8	161.97	92.01	85.22	154.65	137.71	112.43	64.09	102.4	85.32	95.17	117.55	79.83	70.5	98.83	111.87	84.44	179.56	86.08	62.59
376.92	126.42	199.98	151.24	149.44	151.09	97.03	244.36	168.68	116.74	144.36	255.5	194.22	195.9	245.18	199.26	165.77	121.41	153.8	160.39
276.92	322.38	295.39	296.42	222.38	324.37	222.84	260.7	563	283.72	284.22	857.29	333.58	572.4	315.97	314.43	300.07	302.05	243.03	332.83
9.09	-84.39	-56.18	15.3	287.57	-48.15	0.89	29.43	54.48	-9.66	39.18	50.26	50.03	-86.66	-34.84	9.02	129.04	0.04	149.34	2.58
256.38	677.75	274.23	157.45	198.27	618.48	467.35	358.12	389.24	621.89	268.97	153.98	164.26	124.3	78.89	348.73	612.28	161.33	559.86	164.01
111.39	66.95	64.91	15.3	82.45	34.95	14.5	86.52	14.97	25.74	33.24	30.78	20.91	27.52	14.96	53.09	39.88	21.7	25.58	17.03
632.84	1045.86	535.49	1260.76	1211.04	797.78	879.06	833.38	825.81	1396.11	870.57	608	773.74	804.71	784.24	1113.7	946.26	938.56	760.6	364.96
6506.57	3684.93	4104.96	1969.76	8582.18	2247.76	1657.16	6311.73	4221.25	4388.89	6917.99	4471.52	2557.78	4556.4	4828.24	5102.48	6516.34	7033.53	3141.2	1930.13
28.13	105.99	28.34	23.07	68.16	85.6	29.01	36.22	44.6	32.99	53.6	56.31	77.89	57.45	87.2	85.75	54.96	23.43	56.71	36.55
606.51	728.81	646.67	868.92	535.47	647.08	691.41	650.01	1321.36	854.97	823.9	953.87	940.15	912.39	945.12	851.3	795.82	643.41	550.9	895.95
-53.6	-49.93	-55.5	-1.02	-74.53	-29.56	-21.81	-58.87	-64.72	-26.56	-53.3	-38.28	-73.36	-32.29	-41.47	46.56	-69.22	-132.37	5.13	-37.15
164.38	137.97	102.86	97.64	81.15	142.39	71.64	102.16	66.64	110.29	106.19	124.97	159.05	136.61	181.95	118.41	95.22	91.91	74.51	161.11
379.76	368.83	636.98	170.66	267.36	435.84	177.63	527.91	258.82	248.2	392.56	385.54	605	475.21	472.77	280.94	478.66	414.18	337.77	506.39
120.57	250.12	171.43	255.28	154.65	226.82	198.43	122.56	89.46	186.07	165.56	170.19	223.57	175.86	196.09	250.72	153.52	158.72	167.17	233.02
483.47	545.14	440.55	691.65	358.03	462.94	318.46	377.21	232.82	393.64	291.84	243.29	497.93	445.71	446.06	479.31	297.9	180.43	458.61	329.18
68.33	148.64	76.43	59.58	108.46	91.61	97.03	44.38	148.1	134.47	95.17	51.61	99.93	101.23	106.3	92.28	66.46	60.7	54.04	154.58
2344.83	2087.33	2798.05	2299.86	1611.52	2181.31	867.01	2556.98	2578.99	2546.91	1625.22	2957.59	3224.41	4145.58	3555.5	2692.85	2005.86	2121.46	913.6	3287.16
2087.9	2054.22	2714.22	2215.9	1718.61	2149.15	848.05	2918.12	2302.49	2360.68	1764.44	2853.57	2991.4	4126.82	3526.53	2488.73	1827.18	2122.24	588.54	3223.54
139.65	121.09	179.58	85.99	178.08	140.38	147.76	150.44	71.96	140.11	151.14	114.18	146.7	152	88.86	143.72	152.08	147.44	131.51	169.82
35.88	115.76	43.91	65.79	82.45	84.94	38.99	36.22	74.25	71.63	70.57	46.9	40.97	32.12	9.98	73.5	37.72	27.76	46.93	43.06
1189.27	1202.69	1249.27	1031.16	1406.63	1193.19	1740.34	1157.88	1146.78	1087.98	1689.61	1208.82	1140.96	892.1	816.79	968.89	1213.88	1568.5	1405.5	1181.57
225.22	256.36	168.03	210.26	200.88	204.01	163.15	155.89	173.26	220.76	185.91	106.1	201.39	137.38	157	129.84	244.4	111.86	131.51	230.11
408.16	457.38	280.37	458.42	290.18	415.54	386.77	474.02	369.25	465.64	390.87	290.14	541.75	465.89	511.17	324.23	576.44	249.91	202.85	577.01
238.67	275.97	199.98	215.69	176.13	280.59	198.43	202.84	164.87	254.65	212.19	140.48	281.76	182.8	243.52	181.29	261.02	129.22	144.88	286.15
-48.67	-7.47	3.99	-50.74	195.67	46.93	-74.46	51.85	211.42	-40.23	29	-97.83	-73.36	-75.18	-29.86	-22.8	209.03	-51.04	835.8	-63.14
3.45	-62.3	14.81	-29.77	92.85	-28.23	-58.12	-114.54	11.17	-69.19	-10.03	-79.77	-121.05	-110.39	-24.05	-5.67	82.28	-64.03	521.32	-86.95
-68.39	-67.6	-44.69	-22	-64.16	-57.44	-39.05	-54.8	-96.57	-82.05	-11.73	-71.08	-86.26	-81.3	-56.41	-17.9	-72.09	-25.07	-40.19	-65.3
32.36	133.53	43.91	75.12	99.35	139.71	112.43	66.13	97.07	117.55	76.5	129.69	44.85	71.27	45.67	103.71	54.25	87.58	175.2	53.19
77.5	150.41	82.52	110.85	137.08	178.54	175.82	94.68	298.64	216.72	135.03	241.93	98.64	115.84	78.06	145.35	106.01	163.06	282.33	108.19
250	562.16	218.36	337.53	168.32	325.05	447.69	228.02	464.75	562.78	191	219.57	330.95	410.02	493.64	357.71	305.14	119.67	302.89	370.08
130.46	117.54	394.58	210.26	224.33	214.74	183.06	221.89	148.1	162.68	294.38	112.16	94.09	41.33	15.79	122.49	219.13	135.29	163.6	54.63
245.75	416.22	307.68	326.67	223.03	323.7	300.44	247.08	305.54	283.72	311.32	258.21	319.79	292.36	352.65	265.42	261.02	240.36	184.12	308.02
230.88	-239.63	135.43	82.11	252.36	-147.55	-99.89	281.13	48.4	-43.45	238.47	176.94	-4.3	45.17	93.01	68.6	148.48	395.93	389.66	159.66
944.35	750.31	1020.8	756.25	597.36	1145.61	551.95	859.25	1927.01	1114.49	677.44	1720.28	1005.69	1548.31	1767.65	906.14	1007.58	709.24	1004.65	1210.58
193.38	146.86	197.26	100.75	183.29	103.63	87.06	185.14	362.33	123.19	81.59	110.14	35.14	51.31	48.16	53.91	297.9	100.59	495.34	37.27
52.81	35.04	19.55	128.72	139.03	110.97	68.02	60.69	134.38	61.16	169.8	48.92	3.46	95.85	95.5	71.87	116.09	158.72	116.37	48.85
16.85	95.34	33.76	30.06	76.61	94.95	14.5	49.14	23.32	29.77	30.69	19.37	27.38	15.24	9.15	55.54	1.81	6.97	25.58	20.65
165.09	157.53	113.71	158.23	122.11	135.7	83.43	151.12	107.73	133.66	129.09	160.73	176.63	172.78	268.5	156.79	144.16	83.24	91.43	213.39
115.63	103.33	87.27	148.91	80.5	92.28	68.92	95.36	40.04	77.27	132.49	91.29	127.2	123.53	208.57	113.51	87.31	59.83	60.27	200.31
99.39	223.38	126.6	148.91	176.13	205.35	166.77	115.76	284.08	153.81	191.84	214.15	129.8	250.65	191.1	188.64	104.57	195.19	202.85	91.54
98.68	101.55	108.97	93.76	133.17	174.52	113.34	115.08	126.76	152.2	113.83	129.01	92.15	142.76	107.14	151.89	96.66	86.71	104.79	161.11
96.56	193.11	69.65	93.76	102.6	167.82	82.52	43.7	95.55	200.59	53.6	90.61	95.39	81.25	34.88	181.29	149.92	113.6	86.98	68.38
146.01	212.7	69.65	277.02	124.72	222.8	106.09	93.32	212.19	81.29	160.47	271.11	151.25	169.7	211.06	245.82	199.65	176.95	255.53	91.54
-9.93	34.15	-33.88	13.74	17.52	22.3	6.33	-15.41	-37.41	20.11	12.03	-15.5	-35.3	-14.66	-11.6	76.77	63.59	-14.68	-10.87	-31.37
495.56	363.47	647.36	563.61	493.08	454.13	355.34	853.13	791.32	503.68	662.33	2199.49	598.34	648.73	618.91	522.52	982.45	561.87	423.68	621.97
150.25	276.87	137.46	183.08	302.57	187.25	170.39	98.76	170.21	194.94	138.42	181	220.96	212.85	166.98	297.28	154.24	208.22	178.77	172.72
376.92	32.38	307	142.7	59.72	4.34	-8.19	146.36	-80.65	14.48	130.79	108.79	252.97	368.95	242.69	77.58	250.18	119.67	22.91	152.41
472.81	674.17	341.86	623.83	497	638.23	495.9	433.79	751.42	491.54	565.61	472.47	668.46	556.06	501.15	629.99	583.75	526.27	556.27	450.61
267	139.75	266.05	118.62	190.46	196.63	149.57	202.84	131.33	150.59	235.92	302.38	273.91	330.25	340.98	170.67	230.68	249.04	108.35	295.63
